,outu10,outv10,out2mdewtmp,out2mtmp,outconv_ppt,outtot_cld_ice,outtot_cldwtr,outtot_cld_rain,outvi_div_cld_froz_wtr,outvi_div_cld_liq_wtr,outvi_div_gpot_flux,outvi_div_ke_flux,outvi_div_mass_flux,outvi_div_moisture_flux,outvi_div_olr_flux,outvi_div_tot_enrgy_flux,outvi_ke,outvi_pe_inte,outvi_pe_ie_latentenrgy,outvi_temp,outvi_olr,outvi_tot_enrgy,outvi_moisture_div
0,-1.0409801055781573,1.5796500558180433,298.00911867766956,300.42055248719527,0.0006653785210922051,0.16685765214975445,0.1088183074571285,0.09482194576025998,4.61810584860193e-07,1.9667813113863537e-07,2176.8855355290457,-1.156737268218361,0.0007133340439855805,-0.00016969861269491837,-1393.7896784232364,361.07418633298755,1220793.1358515949,2685570214.7717843,2835502314.7551866,2658583.32780083,2685569557.2448134,2836723246.7385893,-0.7492835966877918
1,-1.5411158243815104,1.4983360290527343,297.9994176228841,300.2229034423828,0.0007356603319446246,0.153257687886556,0.11440502802530925,0.10169820785522461,3.0228014414509137e-07,-4.244192192951838e-07,2332.1286458333334,-0.9145670572916667,0.0012150307496388753,-0.0001971008876959483,-1283.24140625,553.10078125,1286808.0631022134,2680985190.4,2828908049.0666666,2654210.1666666665,2680984268.8,2830193885.866667,-0.769598388671875
2,-1.790093994140625,1.0838325500488282,297.9195058186849,300.1692860921224,0.0006618540734052658,0.16016122500101726,0.12856438954671223,0.12858161926269532,6.370867292086284e-07,4.234413305918376e-08,2202.5822916666666,-1.80029296875,-0.00017987887064615886,-0.00017205066978931427,-1641.3609375,124.22083333333333,1354744.8161783854,2678777489.0666666,2824801843.2,2652191.716666667,2678776285.866667,2826157107.2,-0.7282704671223958
3,-2.213378397623698,1.0920504252115886,297.8912155151367,300.42311197916666,0.0006645847111940384,0.14940513769785563,0.11735669771830241,0.11992244720458985,8.35202323893706e-08,9.627547115087509e-08,2055.534635416667,-1.9447102864583334,-0.0017662068208058675,-0.00020204254736502965,-2034.7481770833333,-490.8666666666667,1417545.4196940104,2683807095.4666667,2828891904.0,2657279.433333333,2683806208.0,2830309725.866667,-0.6622543334960938
4,-1.965386454264323,1.1148343404134116,297.9057240804037,300.56017201741537,0.0005450207119186719,0.1408502181371053,0.09930068651835124,0.10913092295328776,2.262648195028305e-07,5.132751539349556e-08,2096.0625,-0.22099609375,0.001772064963976542,-0.00013339308400948843,-944.5565104166667,823.4419270833333,1498972.128873698,2686890180.266667,2829848234.6666665,2660545.183333333,2686889378.133333,2831347430.4,-0.7042063395182292
5,-2.0284912109375,0.9211639404296875,297.8762364705404,300.50620422363284,0.0005129288882017135,0.1500608205795288,0.09687496821085612,0.10590731302897136,5.617844484125574e-07,-2.816086634993553e-07,2283.64921875,-1.3087076822916666,0.0011784732341766357,-0.0001523624484737714,-1257.5815104166666,643.3830729166667,1489441.25,2682518903.4666667,2823765956.266667,2656356.091666667,2682518272.0,2825255287.4666667,-0.704748789469401
6,-2.044974772135417,0.8921493530273438,297.88538462320963,300.56813354492186,0.0005269028867284457,0.16664964358011883,0.10099272727966309,0.11449699401855469,6.568191262582938e-07,-3.5709235817193986e-07,2086.4114583333335,-1.8091796875,-0.0007812291383743286,-0.00015510606269041697,-1760.68046875,-65.83463541666667,1490265.4744913736,2680970888.5333333,2821238528.0,2654902.8333333335,2680967569.0666666,2822728985.6,-0.5364046732584635
7,-2.2536211649576825,0.9672210693359375,297.94661916097004,300.69559071858725,0.00042996760457754136,0.1517937978108724,0.09440794785817465,0.10655158360799154,3.4180314590533574e-07,-1.0558093587557474e-07,1673.6635416666666,-2.731982421875,-0.0017829418182373046,-0.0001490348329146703,-1832.0833333333333,-536.9598958333333,1489047.0847086587,2685160388.266667,2825191304.5333333,2659086.908333333,2685155114.6666665,2826679995.733333,-0.5023887634277344
8,-2.1091791788736978,1.1111155192057292,298.0582809448242,300.8364705403646,0.0005433140322566032,0.12615005175272623,0.08754378159840902,0.09055846532185872,3.696962570150693e-08,-5.40760811418295e-07,1676.9549479166667,-2.001123046875,0.0002058655023574829,-0.00021195393055677413,-1203.190625,-57.09713541666667,1559288.6372762045,2687041220.266667,2825961224.5333333,2661062.158333333,2687035417.6,2827520913.0666666,-0.68115234375
9,-1.5777956644694011,1.5231943766276042,298.03734588623047,300.6167556762695,0.0006267869845032692,0.13221668402353923,0.09813607533772786,0.08649956385294597,1.9784783944487572e-07,-6.752864768107733e-08,1897.5197916666666,-2.017333984375,0.0015616426865259806,-0.00022618044167757034,-908.840625,419.3890625,1515073.6801676431,2683770282.6666665,2824280635.733333,2657660.85,2683764787.2,2825795660.8,-0.8055999755859375
10,-1.055681410666818,1.488664239274021,297.9433582353394,300.62921902351854,0.0005367459474262855,0.14370710919012172,0.10197053014984764,0.08892534184752658,3.603812600814455e-07,4.6606705025518585e-08,1862.4760924533196,-1.900851554395747,0.00013581524251407608,-0.00022764789922108787,-1311.954421680498,-19.374610995850624,1460264.9040618516,2679926909.3443985,2820868389.1784234,2653795.53526971,2679921434.5560164,2822328410.2904563,-0.6728702402708442
11,-0.4308095296223958,1.6544456481933594,297.945556640625,300.80858917236327,0.000681080420811971,0.1363358497619629,0.10050862630208333,0.08371842702229818,2.4591184531648955e-07,-4.234413305918376e-08,1990.0583333333334,-1.4378580729166666,-0.00186367928981781,-0.00025374839703241984,-2057.465364583333,-698.5395833333333,1437504.6092041016,2683517678.9333334,2825830400.0,2657236.0083333333,2683512652.8,2827267865.6,-0.8537371317545573
12,-0.20789693196614584,1.9225565592447917,297.99029337565105,300.8569493611654,0.0006051462143659592,0.1492041269938151,0.09717815717061361,0.09473718007405599,2.6529887691140176e-07,-6.531675656636557e-08,2395.4333333333334,-0.19646809895833334,0.0010946641365687053,-0.0002134190872311592,-1395.8861979166666,469.50494791666665,1504927.04921875,2685722086.4,2827896942.9333334,2659442.3916666666,2685716753.0666666,2829401762.133333,-0.9130887349446615
13,0.019309488932291667,1.9322293599446614,298.0504694620768,300.8246576944987,0.0006012771899501483,0.1629223426183065,0.10007781982421875,0.09142513275146484,2.407003194093704e-07,1.2448678414026895e-07,2476.159635416667,-0.13946940104166666,0.0012647847334543863,-0.00019654817879199982,-1375.7869791666667,608.1625,1509611.3474609375,2680339635.2,2822699827.2,2654068.825,2680335778.133333,2824209297.0666666,-0.809900410970052
14,-0.07911529541015624,1.865826161702474,298.14244283040364,300.8641733805338,0.0005701047057906787,0.18630011081695558,0.11051071484883626,0.11205180486043294,5.308655090630055e-07,4.82797622680664e-07,2423.1315104166665,0.040266927083333334,-0.0005736649036407471,-0.0002000549187262853,-1956.73203125,-34.61796875,1539068.0049804687,2678738372.266667,2821367125.3333335,2652446.05,2678733678.9333334,2822906436.266667,-0.7442169189453125
15,-0.55345458984375,1.9993459065755208,298.22755940755206,300.88287862141925,0.0006726561735073725,0.20293798446655273,0.10689508120218913,0.11761124928792317,-7.450192545851072e-08,2.3280348007877668e-07,2500.2565104166665,0.9397623697916667,-0.001032218337059021,-0.00025422461330890653,-2178.3747395833334,-312.12265625,1594286.2780761719,2682182408.5333333,2825305881.6,2655822.45,2682178773.3333335,2826900249.6,-0.845667012532552
16,-1.051508331298828,1.8223597208658855,298.2184193929036,300.87437642415364,0.000752719243367513,0.2056440830230713,0.10478696823120118,0.11524600982666015,2.909412917991479e-07,4.808728893597921e-08,2386.516666666667,-0.6578043619791667,0.0007820109526316325,-0.00021052584052085876,-1574.7666666666667,283.70416666666665,1619071.8510579427,2683516782.9333334,2826603118.9333334,2657151.933333333,2683513617.0666666,2828221960.5333333,-0.9972709655761719
17,-1.225969950358073,2.1580095926920575,298.15245107014977,300.6577616373698,0.0007644167790810268,0.22512032985687255,0.1079484462738037,0.11187623341878256,2.521206624805927e-07,-3.1195425738890964e-07,2542.2854166666666,0.1806640625,0.0013608068227767944,-0.00021538672347863516,-1474.690625,527.2375,1651909.4414143881,2679715387.733333,2823152017.0666666,2653339.933333333,2679712076.8,2824803976.5333333,-0.9860967000325521
18,-1.584539794921875,2.273693593343099,298.070317586263,300.57866923014325,0.0007006558900078138,0.22646445433298748,0.11383074124654134,0.12723439534505207,-3.981171175837517e-07,-6.648789470394452e-07,2322.582552083333,0.6811279296875,0.00037271976470947265,-0.00021818925937016804,-1596.3276041666666,174.23411458333334,1665760.6317220053,2676898867.2,2820030370.133333,2650569.7916666665,2676895897.6,2821695607.4666667,-0.802837880452474
19,-2.1674273173014322,2.275726826985677,298.00415395100913,300.71775309244794,0.0006689415623744329,0.22326486905415852,0.10415879885355632,0.11389420827229818,-6.825818369785945e-08,-5.641874546806017e-07,2263.0744791666666,0.05498046875,-0.001606305440266927,-0.0002442754805088043,-2170.9635416666665,-524.7700520833333,1718174.3665364583,2679912388.266667,2822516454.4,2653619.1166666667,2679909051.733333,2824234342.4,-0.8307327270507813
20,-2.389104715983073,1.8131507873535155,298.07066396077477,300.80801645914715,0.0006245209525028865,0.2427496592203776,0.1085830052693685,0.1619554837544759,3.9786488438645997e-07,-2.083213378985723e-07,2717.0338541666665,0.2509521484375,0.0011746466159820556,-0.00021647401154041291,-1582.8411458333333,592.6130208333333,1879207.9327718099,2682036684.8,2823335850.6666665,2655857.15,2682033373.866667,2825214933.3333335,-0.8770683288574219
21,-2.375263214111328,1.583019765218099,298.02530364990236,300.726872253418,0.0005325622235735258,0.23857844670613607,0.11413400967915853,0.1947162628173828,2.6750417115787666e-06,6.054372837146124e-07,2734.335416666667,1.0050537109375,0.001934841275215149,-0.00019350567211707433,-1326.2630208333333,922.9013020833333,1933644.3435791016,2677013017.6,2816327074.133333,2651043.8666666667,2677009373.866667,2818260898.133333,-0.8469978332519531
22,-2.3251569112141928,1.1094830830891926,297.9783004760742,300.66160634358727,0.0005637771139542262,0.24245294729868572,0.10863049030303955,0.16382967631022136,2.807561152925094e-06,1.1856046815713246e-06,2735.7770833333334,4.105794270833333,-3.67581844329834e-05,-0.00024916927019755046,-1947.0651041666667,165.99166666666667,1952382.4289957683,2673837277.866667,2812124723.2,2647978.941666667,2673833506.133333,2814077448.5333333,-0.8717864990234375
23,-2.936048634847005,0.7597501118977864,297.9031021118164,300.5705912272135,0.0005914552137255668,0.24669669469197592,0.10893259048461915,0.17393449147542317,2.4521568169196445e-06,1.1761983235677084e-06,2481.1453125,5.056925455729167,-0.0014496525128682455,-0.0002618410935004552,-2256.5890625,-428.37395833333335,1982009.8,2677136972.8,2815636573.866667,2651245.433333333,2677132620.8,2817618577.0666666,-0.9137034098307292
24,-3.205738321940104,0.2992296854654948,297.79516143798827,300.51285858154296,0.0005630152920881907,0.1997456153233846,0.12395844459533692,0.19019123713175456,2.5951613982518514e-06,8.836621418595314e-07,2409.20234375,5.804150390625,0.0005515674750010172,-0.00025223443905512494,-1536.1434895833333,246.86614583333332,1908201.3656901042,2679503445.3333335,2818377070.9333334,2653565.675,2679499980.8,2820285422.9333334,-0.9670974731445312
