,mn_mslp,conv_rrate,ls_rrate,mn_conv_prate,mn_ls_prate,mn_tot_prate,sst
0,100920.689453125,0.00010165432468056679,0.00016483105719089508,9.124376811087132e-05,0.000177083071321249,0.00026832567527890205,302.3779106140137
1,100734.0234375,0.0001334240660071373,7.83274881541729e-05,0.00013229181058704853,9.337952360510826e-05,0.00022566784173250198,302.3943519592285
2,100698.4755859375,0.00018896302208304405,7.14082270860672e-05,0.0001809694804251194,6.670178845524788e-05,0.00024766940623521805,302.4195976257324
3,100808.228515625,0.0002839243970811367,6.76298514008522e-05,0.00030531338416039944,7.238145917654037e-05,0.00037770019844174385,302.49663162231445
4,100924.236328125,0.000292312353849411,6.441539153456688e-05,0.00032753986306488514,6.861984729766846e-05,0.000396164134144783,302.5950508117676
5,100797.681640625,0.00041478825733065605,8.777156472206116e-05,0.0004122215323150158,9.708665311336517e-05,0.0005093151703476906,302.69793701171875
6,100691.3271484375,0.0002640732564032078,0.00012655369937419891,0.0002914080396294594,0.000118279829621315,0.00040967389941215515,302.7786865234375
7,100800.8486328125,0.0005725398659706116,0.00034021493047475815,0.0005917882081121206,0.0003062118776142597,0.0008979998528957367,302.82559967041016
8,100943.138671875,0.0006883298046886921,0.00021761562675237656,0.0006910967640578747,0.00022437330335378647,0.0009154705330729485,302.72277069091797
9,100822.9208984375,0.0005656895227730274,0.0002285386435687542,0.0006328953895717859,0.00020009558647871017,0.0008329958654940128,302.698974609375
10,100712.01953125,0.00030662957578897476,0.00032498547807335854,0.00033940444700419903,0.0002895202487707138,0.0006289230659604073,302.6774139404297
11,100812.6201171875,0.00024502305313944817,0.00027555832639336586,0.00027985917404294014,0.00025373464450240135,0.0005335933528840542,302.649471282959
12,100871.44140625,0.00023125624284148216,0.00032843276858329773,0.00022813072428107262,0.0003068968653678894,0.0005350280553102493,302.5977592468262
13,100769.4658203125,0.0001879008486866951,0.0002946536988019943,0.0002032807096838951,0.0002753310836851597,0.0004786010831594467,302.55792236328125
14,100626.5654296875,0.00017914781346917152,0.00030239904299378395,0.00017147231847047806,0.0002799229696393013,0.0004513924941420555,302.4894142150879
15,100633.96875,0.0003005592152476311,0.00037244055420160294,0.00024345843121409416,0.000354609452188015,0.000598076730966568,302.4402961730957
16,100816.6259765625,0.0005427910946309566,0.00033935345709323883,0.00045313709415495396,0.00030707474797964096,0.0007602144032716751,302.3098831176758
17,100749.8857421875,0.00033706938847899437,0.00034809112548828125,0.00039585656486451626,0.0003353869542479515,0.0007312549278140068,302.2712860107422
18,100586.9345703125,0.00024245260283350945,0.0004397192969918251,0.0002291700802743435,0.00042259739711880684,0.0006517656147480011,302.2634925842285
19,100647.3505859375,0.0002795928157866001,0.00030132289975881577,0.00026350514963269234,0.0002875169739127159,0.000551020260900259,302.27032470703125
20,100751.8779296875,0.0002659885212779045,0.0003156871534883976,0.0002700050827115774,0.0003200313076376915,0.0005900310352444649,302.30541229248047
21,100704.0078125,0.0002503003925085068,0.000390367116779089,0.00025544222444295883,0.0003865966573357582,0.0006420374847948551,302.3252296447754
22,100515.271484375,0.00025580450892448425,0.0004345281049609184,0.0002404192928224802,0.0004459810443222523,0.0006863921880722046,302.3630256652832
23,100498.5087890625,0.00020529143512248993,0.0005008997395634651,0.00020095519721508026,0.0005347947590053082,0.0007357578724622726,302.40120697021484
24,100463.90234375,0.00015587499365210533,0.000314297154545784,0.00017289351671934128,0.0003335271030664444,0.0005064201541244984,302.3045120239258
25,100367.978515625,0.0002328585833311081,0.00033158715814352036,0.00023983349092304707,0.00034122029319405556,0.000581052154302597,302.33562088012695
26,100200.7998046875,0.00022255489602684975,0.00026893895119428635,0.00023509934544563293,0.0003046588972210884,0.0005397540517151356,302.35791397094727
27,100209.029296875,0.00036670267581939697,0.0005172621458768845,0.00032978481613099575,0.0004805377684533596,0.0008103260770440102,302.376220703125
28,100193.5,0.00026806024834513664,0.0005623195320367813,0.0002634194679558277,0.0005625132471323013,0.0008259247988462448,302.3883514404297
29,100135.302734375,0.0002273479476571083,0.0005793087184429169,0.0002558361738920212,0.0006034485995769501,0.0008592968806624413,302.39579010009766
30,99966.2734375,0.0002911137416958809,0.00041995570063591003,0.0003121837507933378,0.0004246947355568409,0.0007368540391325951,302.3866844177246
31,99984.6083984375,0.0003798762336373329,0.0004892321303486824,0.00045691104605793953,0.0004871627315878868,0.0009440761059522629,302.3789253234863
32,100047.431640625,0.0004463987424969673,0.0005391044542193413,0.0004913294687867165,0.0005711806006729603,0.0010625077411532402,302.1748161315918
33,99959.86328125,0.0005416963249444962,0.0005110758356750011,0.00056094815954566,0.0004915641620755196,0.0010525239631533623,302.1550598144531
34,99836.376953125,0.00042150961235165596,0.0005523068830370903,0.0004371204413473606,0.0005524866282939911,0.0009896005503833294,302.1213569641113
35,99857.9150390625,0.000567540992051363,0.0003799065016210079,0.000574581790715456,0.0004012002609670162,0.0009757815860211849,302.1136360168457
36,99942.15478515625,0.0005991351790726185,0.0004274086095392704,0.0005752667784690857,0.0004141544923186302,0.0009894268587231636,302.08939361572266
37,99882.15966796875,0.0006921831518411636,0.00047885626554489136,0.0006499101873487234,0.000479766633361578,0.0011296779848635197,302.0382881164551
38,99681.31396484375,0.00073654530569911,0.00045779207721352577,0.00073633948341012,0.00046857912093400955,0.0012049139477312565,302.0453414916992
39,99702.87060546875,0.0006121890619397163,0.0005413373000919819,0.0006734542548656464,0.0005535013042390347,0.0012269532307982445,302.05139923095703
