,mslp
0,100565.0625
1,100444.8125
2,100377.5625
3,100385.875
4,100430.75
5,100449.125
6,100376.625
7,100387.3125
8,100537.8125
9,100474.3125
10,100449.875
11,100417.875
12,100567.3125
13,100566.0625
14,100437.5
15,100385.125
16,100407.0625
17,100450.125
18,100405.0625
19,100376.6875
20,100461.9375
21,100498.0625
22,100308.6875
23,100291.9375
24,100339.0
25,100279.25
26,100116.0
27,100033.5625
28,100260.9375
29,100228.0
30,100075.1875
31,100014.5
32,100057.5
33,99962.75
34,99760.5
35,99628.1875
36,99526.875
37,99418.6875
38,99202.125
39,99056.3125
40,99021.4375
41,98977.625
42,98805.75
43,98665.4375
44,98610.9375
45,98683.5625
46,98523.75
47,98407.625
48,98465.875
49,98443.875
50,98275.125
51,98211.5
52,98385.3125
53,98714.5
54,98738.75
55,98848.5625
56,99090.5
57,99288.5625
58,99313.5
59,99345.9375
60,99602.6875
61,99904.9375
62,99886.3125
63,99886.75
64,100025.125
65,100157.0
66,100058.0
