,mslp
0,100525.8125
1,100602.4375
2,100829.625
3,100678.9375
4,100484.9375
5,100512.1875
6,100682.875
7,100591.0
8,100377.9375
9,100436.4375
10,100570.5625
11,100451.9375
12,100267.9375
13,100332.8125
14,100446.8125
15,100366.125
16,100176.9375
17,100195.9375
18,100335.625
19,100230.875
20,100016.5
21,100001.0625
22,100112.8125
23,100014.25
24,99813.0625
25,99774.625
26,99890.9375
27,99818.9375
28,99609.0625
29,99548.4375
30,99822.3125
31,99881.3125
32,99686.8125
33,99668.5625
34,99740.75
35,99763.375
36,99543.3125
37,99421.5625
38,99579.875
39,99634.1875
40,99427.625
41,99134.1875
42,99163.75
43,99027.125
44,98657.5625
45,98297.375
46,98481.9375
47,98308.625
48,98012.5
49,97878.5625
50,97960.0
51,97815.75
52,97598.4375
53,97407.5
54,97464.5625
55,97340.3125
56,97051.4375
57,96839.3125
58,96978.5
59,96848.0625
60,96543.5
61,96330.3125
62,96567.3125
63,96565.9375
64,96375.6875
65,96275.5625
66,96439.8125
67,96551.0625
68,96501.25
69,96527.5
70,96765.25
71,97005.75
72,96999.625
73,97117.75
74,97404.8125
75,97562.375
76,97616.375
77,97749.875
78,97853.9375
79,98308.8125
80,98520.3125
81,98940.9375
82,99379.125
83,99685.6875
84,99762.125
85,99826.9375
86,99954.75
87,99893.75
88,99666.9375
89,99625.25
90,99607.875
91,99640.4375
92,99578.375
93,99639.75
94,99943.5
