,mslp
0,100272.25
1,100360.125
2,100313.4375
3,100068.4375
4,99869.6875
5,99905.25
6,99642.8125
7,99433.0625
8,99315.5
9,99379.9375
10,99234.4375
11,99037.5
12,98867.6875
13,98811.1875
14,98774.5
15,98597.9375
16,98449.25
17,98428.625
18,98267.0
19,98050.8125
20,97822.875
21,97841.9375
22,97546.125
23,97275.9375
24,97087.5
25,97059.5
26,96922.375
27,96630.9375
28,96315.4375
29,96231.875
30,96121.125
31,95902.125
32,95527.4375
33,95264.3125
34,95227.0
35,95094.5
36,94911.1875
37,94903.4375
38,94901.75
39,94781.4375
40,94495.375
41,94446.125
42,94420.9375
43,94311.375
44,94108.9375
45,94011.375
46,94473.25
47,94519.375
48,94613.9375
49,94807.75
50,95153.25
51,95180.8125
52,95175.75
53,95181.625
54,95041.1875
55,95099.625
56,95224.4375
57,95315.1875
58,95099.6875
59,95143.5
60,95047.625
61,95021.25
62,95224.25
63,95401.4375
64,95536.5625
65,95701.875
66,96088.8125
67,96483.875
68,96648.8125
69,96914.1875
70,97637.9375
71,97846.25
72,97921.625
73,97939.0625
74,98179.0625
75,98085.3125
76,98115.125
77,98364.875
78,98915.6875
79,98836.8125
80,98755.6875
81,98643.5625
82,98449.5625
83,98056.0625
84,97804.125
85,97579.6875
86,97025.6875
87,96601.625
88,96325.375
89,96487.0
90,96741.0
91,96810.25
92,96808.1875
93,96824.125
94,96894.9375
95,96936.5
96,97068.1875
