,outmslp,outconv_rrate,outls_rrate,outmn_conv_prate,outmn_ls_prate,outmn_tot_prate,outsst
0,101137.69563802083,7.753872002164523e-05,1.1065540214379628e-05,7.678672360877196e-05,1.032675306002299e-05,8.71114432811737e-05,302.6662826538086
1,101007.64466145834,8.272019525369008e-05,1.2722176810105642e-05,7.999065952996413e-05,1.3548508286476136e-05,9.35390591621399e-05,302.65863138834635
2,100948.67012448133,9.806172852694246e-05,1.2616708070905376e-05,9.568086612768687e-05,1.2537101245025381e-05,0.0001082164988972834,302.6605840026096
3,101090.22802126556,0.00010726715271898325,1.4015067662440889e-05,9.997028285537024e-05,1.5035642627858522e-05,0.00011500815138282618,302.6521178439445
4,101181.31315104167,9.803489471475284e-05,1.4892717202504475e-05,9.40019575258096e-05,1.483640323082606e-05,0.00010884193082650502,302.5955530802409
5,100995.85807291667,9.490751350919406e-05,1.7372984439134596e-05,9.598303586244583e-05,1.7758924514055252e-05,0.00011374596506357193,302.58154678344727
6,100911.07819010416,8.764561886588732e-05,1.5029497444629669e-05,8.805577332774799e-05,1.521849383910497e-05,0.00010327727844317754,302.56885935465493
7,101052.14244791666,6.718290969729424e-05,1.189361015955607e-05,6.876840877036253e-05,1.2284765640894571e-05,8.105461796124777e-05,302.5616739908854
8,101154.81673177083,6.822487339377403e-05,1.4025221268335979e-05,6.153658032417297e-05,1.3833182553450266e-05,7.536659638086954e-05,302.55948537190756
9,101057.89322916667,8.724620565772056e-05,1.5232153236865997e-05,9.11865538607041e-05,1.4416873455047607e-05,0.00010561682283878326,302.55089365641277
10,100960.35970052083,7.075595979889234e-05,1.6841106116771698e-05,7.739073286453883e-05,1.645777374505997e-05,9.38486618300279e-05,302.53666432698566
11,101042.83209635416,7.533086463809013e-05,1.459090660015742e-05,7.657461489240329e-05,1.5340341875950494e-05,9.191508094469706e-05,302.5266825358073
12,101121.47610677083,6.994493305683136e-05,1.4267303049564361e-05,7.439884357154369e-05,1.4370338370402654e-05,8.877000461022059e-05,302.4672922770182
13,100972.50891927084,6.478723759452502e-05,1.59208041926225e-05,6.511198977629343e-05,1.7312510559956234e-05,8.242173741261165e-05,302.4597468058268
14,100882.68658854166,6.673916553457578e-05,1.833296070496241e-05,6.672657715777556e-05,1.8782727420330047e-05,8.551419402162234e-05,302.4520556131999
15,100995.01731770833,7.514444490273794e-05,1.1877436190843581e-05,6.858864799141884e-05,1.2289701650540034e-05,8.087813233335813e-05,302.4482251485189
16,101117.59420572917,8.876333013176917e-05,1.4803527543942133e-05,8.64742323756218e-05,1.4310050755739211e-05,0.00010078701501091322,302.4412183125814
17,101029.96901041667,0.00011090928067763647,1.6644255568583808e-05,0.00011554503192504248,1.6931910067796707e-05,0.00013247672468423842,302.43776931762693
