,div100,div200,div250,div300,div400,div500,eqt1000,eqt200,eqt250,eqt300,eqt400,eqt500,eqt600,eqt700,eqt850,eqt925,sh850200,sh850250,sh925200,sh925250,ws,wstrss10m
10,3.0407389203901403e-05,2.919938924605958e-05,2.222035254817456e-05,5.2641680667875335e-06,-7.142991307773627e-06,-8.739293662074488e-06,330.76824951171875,351.045166015625,349.6741943359375,347.88861083984375,345.27655029296875,344.5543212890625,339.540283203125,339.9619140625,333.1078796386719,329.2592468261719,11.413883209228516,11.567754745483398,11.720170021057129,11.952442169189453,7.023696422576904,1.0956966876983643
11,3.763148561120033e-05,2.150043292203918e-05,1.4812114386586472e-05,1.1901655852852855e-05,2.916612629633164e-06,-6.873218808323145e-06,331.4707946777344,349.8274841308594,348.9759521484375,347.992919921875,345.5501708984375,344.65643310546875,339.3470458984375,339.5448303222656,333.23388671875,329.7209777832031,11.05505657196045,10.701404571533203,10.980530738830566,10.724241256713867,6.743563652038574,1.0519959926605225
12,4.530516162049025e-05,3.1887982913758606e-05,1.2090389645891264e-05,9.97548340819776e-06,7.822100087651052e-07,-1.231805799761787e-05,331.9681091308594,349.5194091796875,348.8251953125,347.968505859375,345.64874267578125,344.42620849609375,339.32061767578125,338.99188232421875,333.03961181640625,330.0332336425781,10.967193603515625,10.115945816040039,10.860405921936035,9.955753326416016,6.965559005737305,1.0866271257400513
13,5.25514806213323e-05,2.042873529717326e-05,2.010794560192153e-05,1.2650282769754995e-05,-5.204267381486716e-06,-1.0400473911431618e-05,331.8817138671875,349.5399169921875,348.6539306640625,348.1496887207031,345.80413818359375,344.2703857421875,339.32025146484375,338.8565979003906,333.1766357421875,330.2036437988281,10.217306137084961,9.761698722839355,10.218029022216797,9.636299133300781,7.031410217285156,1.0968999862670898
14,3.2976691727526486e-05,1.4752204151591286e-05,2.079792284348514e-05,1.744863038766198e-05,-3.511534032440977e-06,1.1096949492639396e-06,330.5906982421875,350.0792236328125,348.78656005859375,348.1893310546875,345.69537353515625,343.24334716796875,337.99481201171875,337.7615966796875,331.9880065917969,329.105224609375,13.88550090789795,13.020622253417969,13.711115837097168,12.848344802856445,7.119474411010742,1.110637903213501
15,3.258537617512047e-05,2.824256444000639e-05,1.6862515622051433e-05,7.98062319518067e-06,1.8126202121493407e-06,1.0176310752285644e-05,330.87469482421875,350.37115478515625,348.83050537109375,348.19842529296875,345.80841064453125,343.91326904296875,338.9886779785156,338.0025939941406,332.54345703125,329.6595458984375,12.201796531677246,12.986828804016113,12.89302921295166,13.557975769042969,7.755060195922852,1.209789514541626
16,3.629645652836189e-05,2.5731638743309304e-05,1.4484808161796536e-05,3.765157771340455e-06,7.631301741639618e-06,1.894419256132096e-05,330.9071044921875,350.62445068359375,349.33428955078125,348.57916259765625,346.153076171875,344.5113525390625,339.8917236328125,338.140380859375,332.0644226074219,329.3359375,15.16891860961914,14.87554931640625,15.844858169555664,15.450630187988281,8.996374130249023,1.4034345149993896
17,4.910253483103588e-05,4.31771986768581e-05,1.545790655654855e-05,5.590895852947142e-06,2.9853151772840647e-06,5.419639819592703e-06,331.5506591796875,351.545166015625,349.971923828125,348.6012268066406,346.290283203125,345.14825439453125,339.5974426269531,338.24652099609375,332.13238525390625,329.6978759765625,15.940083503723145,15.44881534576416,16.29161834716797,15.628925323486328,9.567111015319824,1.4924694299697876
18,3.240667501813732e-05,2.6689605874707922e-05,1.8888011254603043e-05,1.3456097804009914e-05,8.877987966116052e-06,3.3345427254971582e-06,331.0638122558594,351.209716796875,349.8115539550781,348.7916564941406,346.8135986328125,344.4720764160156,339.0744323730469,339.48223876953125,332.7835388183594,329.5509033203125,15.889701843261719,15.576595306396484,16.34478759765625,16.0474853515625,9.797453880310059,1.5284029245376587
19,3.745970388990827e-05,2.8707612727885135e-05,2.473846689099446e-05,1.810312460293062e-05,8.068849638220854e-06,-4.856420900978264e-07,331.4895324707031,350.34295654296875,349.26495361328125,348.71307373046875,346.6807556152344,344.8585205078125,339.1312561035156,338.884521484375,332.9627990722656,329.94659423828125,15.489941596984863,16.016576766967773,16.239898681640625,16.779823303222656,9.913503646850586,1.546506404876709
20,3.778524842346087e-05,2.808738463500049e-05,3.614302113419399e-05,2.670423964445945e-05,-4.273507784091635e-06,-8.995978532766458e-06,331.0173645019531,349.6645812988281,348.8263244628906,348.5927734375,346.885009765625,344.58514404296875,338.9604187011719,338.191650390625,332.1479797363281,329.3074645996094,16.65522575378418,16.939998626708984,17.790306091308594,18.079517364501953,9.925800323486328,1.5484249591827393
21,3.5222321457695216e-05,2.8301254133111797e-05,2.4225833840318955e-05,1.3715813111048192e-05,6.813588697696105e-07,-6.508380465675145e-07,330.4747314453125,349.4656982421875,348.65960693359375,347.89276123046875,346.26220703125,344.6064453125,339.67376708984375,338.4132080078125,331.489013671875,328.9188232421875,15.668144226074219,17.152355194091797,17.062847137451172,18.537948608398438,10.465596199035645,1.632633090019226
22,3.7354533560574055e-05,3.605999518185854e-05,3.386257230886258e-05,2.034919998550322e-05,1.5101690223673359e-05,-3.885621936206007e-06,329.6763610839844,350.218017578125,349.1539001464844,348.55706787109375,346.6904602050781,343.210693359375,338.33648681640625,338.8049621582031,332.080078125,329.3489074707031,17.31905174255371,18.115371704101562,18.945526123046875,19.699865341186523,11.177183151245117,1.7436405420303345
23,4.198171882308088e-05,3.380991256562993e-05,2.611980562505778e-05,1.6627305740257725e-05,1.9150456864736043e-05,-2.8212120923853945e-06,329.7677001953125,351.1512451171875,349.7038879394531,348.3077087402344,346.43682861328125,342.9268798828125,338.9267578125,337.5651550292969,331.2648010253906,328.8604736328125,16.454139709472656,16.379199981689453,17.89300537109375,18.009204864501953,11.18671703338623,1.74512779712677
24,4.492115112952888e-05,2.887652772187721e-05,2.9546474252128974e-05,2.100680285366252e-05,-2.0378247427288443e-06,-1.2153357602073811e-05,329.2286071777344,351.7316589355469,349.9494934082031,348.4759521484375,346.36376953125,342.2611083984375,338.8331298828125,337.1407470703125,330.45849609375,327.70843505859375,15.693805694580078,14.125755310058594,16.854066848754883,15.829934120178223,11.150066375732422,1.7394100427627563
25,4.9354337534168735e-05,2.72279776254436e-05,2.1161267795832828e-05,3.160141432090313e-06,-1.3396183931035921e-05,-4.232463652442675e-06,328.62115478515625,351.84259033203125,349.950927734375,348.5760498046875,346.01116943359375,341.9087829589844,339.23040771484375,337.4608154296875,330.0469970703125,327.2249450683594,15.549535751342773,14.134687423706055,16.30328941345215,15.324592590332031,11.466818809509277,1.7888238430023193
26,4.711510700872168e-05,2.6155512387049384e-05,1.3023392966715619e-05,-2.103570977851632e-06,-3.865612143272301e-06,7.415325399051653e-06,328.2646789550781,351.6488342285156,349.5462341308594,348.1877746582031,345.7513122558594,342.424072265625,339.829833984375,338.2807922363281,330.07708740234375,327.071533203125,15.77790355682373,14.45832633972168,17.012174606323242,16.219135284423828,11.17568588256836,1.743407130241394
27,3.9547187043353915e-05,2.4934441171353683e-05,9.461862646276131e-06,-9.01779185369378e-06,2.818414486682741e-06,-1.0479502634552773e-06,327.8363037109375,351.4881591796875,349.2855224609375,347.9445495605469,345.91119384765625,342.59002685546875,339.8107604980469,338.4139099121094,330.25616455078125,327.93548583984375,16.009653091430664,15.380764961242676,16.99538803100586,16.63878059387207,11.137142181396484,1.737394094467163
28,6.000607390888035e-05,1.816499570850283e-05,-9.071965791918046e-07,-1.739480831020046e-05,2.7065405561188527e-07,-1.4791585272178054e-06,329.8846435546875,351.34698486328125,349.1538391113281,347.4169006347656,345.5326232910156,342.51214599609375,339.621826171875,338.2569885253906,331.44610595703125,329.3160095214844,14.718403816223145,14.68840503692627,15.155108451843262,15.243873596191406,10.478052139282227,1.6345760822296143
29,5.723270805901848e-05,1.1507865565363318e-05,-7.715183528489433e-06,-2.2313262888928875e-05,4.523785264609614e-06,1.1346183782734443e-05,330.7024841308594,350.6002502441406,348.84246826171875,346.59613037109375,345.1456298828125,343.0276794433594,339.8251647949219,338.2275390625,332.18365478515625,330.0211181640625,12.672721862792969,14.18618392944336,13.989303588867188,15.493793487548828,10.52115249633789,1.641299843788147
30,2.8222795663168654e-05,3.11711264657788e-05,3.414889761188533e-06,-9.146884622168727e-06,6.756065886293072e-06,-5.095756705486565e-07,330.9787292480469,351.306640625,349.11669921875,346.9487609863281,345.56494140625,342.7373046875,338.8934326171875,339.0987854003906,332.83502197265625,330.3879089355469,13.848212242126465,13.788317680358887,14.25339412689209,14.313838958740234,10.376941680908203,1.618802785873413
31,3.766971713048406e-05,3.113169805146754e-05,7.246424502227455e-06,-6.29521991868387e-07,8.725815860088915e-06,-9.605556442693342e-06,331.23028564453125,351.0111999511719,349.1451416015625,347.6626281738281,345.8282775878906,342.8336181640625,338.75543212890625,338.9771728515625,333.37677001953125,330.525390625,12.985077857971191,14.144794464111328,13.702102661132812,14.852310180664062,10.275352478027344,1.6029549837112427
32,4.40155272372067e-05,4.151950270170346e-05,6.561117515957449e-06,-3.7978179534547962e-06,4.306585651647765e-06,-8.037238330871332e-06,331.1456604003906,351.6296081542969,350.1614074707031,348.35296630859375,346.0320129394531,343.150634765625,338.56207275390625,339.1537170410156,333.8059997558594,330.8992614746094,14.565319061279297,14.209237098693848,15.303671836853027,14.937588691711426,10.384753227233887,1.6200215816497803
33,6.374705844791606e-05,3.774232027353719e-05,-5.003640580980573e-06,-1.8841041310224682e-05,-5.839969162479974e-06,-8.721954145585187e-06,331.9167785644531,352.62945556640625,350.1224365234375,347.9609375,346.01788330078125,343.725830078125,339.07135009765625,338.89404296875,333.7628173828125,331.06695556640625,12.713445663452148,13.003990173339844,13.350881576538086,13.672558784484863,10.323585510253906,1.6104793548583984
34,5.24595525348559e-05,2.0906722056679428e-05,-1.0631863005983178e-05,-1.897830588859506e-05,-6.358632163028233e-06,3.7446891809622684e-08,332.0065002441406,351.9671630859375,349.77813720703125,347.30291748046875,345.4719543457031,343.2734375,339.9019470214844,339.20440673828125,334.14947509765625,331.28228759765625,12.133598327636719,11.573650360107422,12.941873550415039,12.444130897521973,10.522053718566895,1.6414403915405273
35,5.80878731852863e-05,3.325149737065658e-05,-3.7616621284541907e-06,-1.0262990144838113e-05,-9.698961548565421e-06,-9.23185780266067e-07,332.4687805175781,351.994140625,350.1703186035156,347.4365234375,345.03778076171875,342.89959716796875,340.55206298828125,339.2799072265625,334.1855773925781,331.2754211425781,12.639383316040039,13.570119857788086,13.734046936035156,14.719054222106934,10.758390426635742,1.6783090829849243
36,4.964151230524294e-05,2.867278817575425e-05,-1.818205078052415e-06,-3.2942648431344423e-07,-7.755274964438286e-06,6.268375727813691e-06,332.8974609375,352.0155944824219,349.5062255859375,346.8023681640625,344.55499267578125,343.05780029296875,340.54473876953125,339.5802917480469,334.11663818359375,331.3165588378906,13.420331954956055,15.00051212310791,14.223276138305664,15.825063705444336,10.621757507324219,1.656994342803955
37,4.7127447032835335e-05,2.6416597393108532e-05,-1.4638769698649412e-06,4.676668140746187e-06,-1.4182105587678961e-06,6.540451067849062e-06,333.03082275390625,351.8117370605469,349.05755615234375,346.8755798339844,344.52801513671875,343.5347900390625,340.3760986328125,339.5513916015625,334.0498046875,331.3018798828125,14.598357200622559,15.007129669189453,15.548460960388184,15.98402214050293,10.94359016418457,1.7071999311447144
38,6.237186607904732e-05,3.7415651604533195e-05,-5.861663794348715e-06,-2.294956857440411e-06,-2.859870846805279e-06,-1.1068553249060642e-05,332.6934814453125,352.04705810546875,349.7938232421875,347.3411865234375,344.6460876464844,344.8382568359375,340.5824279785156,339.66046142578125,333.41748046875,330.6588134765625,15.247662544250488,14.235584259033203,16.163707733154297,15.15800666809082,11.176675796508789,1.7435612678527832
39,6.744413258275017e-05,3.826864849543199e-05,-1.7162683434435166e-06,-8.001056812645402e-07,-1.1273842574155424e-05,-1.4846762496745214e-05,333.1260986328125,351.8553466796875,349.5738525390625,347.24176025390625,344.47113037109375,344.152587890625,339.92449951171875,339.10736083984375,333.7934265136719,330.92071533203125,14.39335823059082,13.536145210266113,15.193175315856934,14.323410034179688,11.29572582244873,1.7621331214904785
40,6.0895472415722907e-05,3.3288393751718104e-05,-1.9817355223494815e-06,-2.6006955522461794e-07,-8.166343832272105e-06,-1.3384557860263158e-05,333.47772216796875,352.20782470703125,349.21087646484375,346.86163330078125,344.3758239746094,343.13751220703125,339.457275390625,338.96844482421875,333.9315185546875,331.3871765136719,12.678457260131836,13.032270431518555,13.220766067504883,13.539782524108887,11.16092300415039,1.741104006767273
41,5.5214746680576354e-05,2.957641117973253e-05,1.3158919500710908e-06,4.342333795648301e-06,-8.094071745290421e-06,-1.1346710380166769e-05,333.8454284667969,352.3332824707031,348.69720458984375,347.0098876953125,344.59466552734375,342.7077331542969,339.2841796875,339.20098876953125,333.9294128417969,331.64984130859375,11.854389190673828,12.896495819091797,12.384073257446289,13.476078033447266,11.062736511230469,1.725786805152893
42,5.016880822950043e-05,3.4867116482928395e-05,6.908521754667163e-06,-2.4519385988241993e-06,-1.6388867152272724e-05,-1.722144020277483e-06,333.55133056640625,351.339599609375,349.43865966796875,347.33575439453125,343.194091796875,341.9783935546875,339.4835205078125,340.08697509765625,333.816650390625,331.2403869628906,12.010807991027832,12.260436058044434,12.513850212097168,12.77017879486084,10.930375099182129,1.7051385641098022
43,3.62000719178468e-05,3.148337782477029e-05,1.502347549831029e-05,1.8076771084452048e-06,-1.6001278709154576e-05,1.292676188313635e-07,333.990234375,350.80975341796875,349.1379699707031,347.46923828125,342.70794677734375,341.61639404296875,339.000244140625,339.75933837890625,333.9139709472656,331.4959716796875,11.70124626159668,12.272686004638672,12.157041549682617,12.553764343261719,10.704399108886719,1.6698861122131348
44,3.470621595624834e-05,2.1162792108953e-05,8.761479875829536e-06,-1.8374705632595578e-06,-6.798210051783826e-06,9.88437568594236e-06,334.093505859375,350.7928466796875,348.526123046875,347.08184814453125,342.3677673339844,341.80328369140625,338.7754211425781,339.4049072265625,333.99224853515625,331.7621765136719,11.994970321655273,13.234640121459961,12.401381492614746,13.558452606201172,10.44622802734375,1.6296114921569824
45,4.0910406823968515e-05,1.468420941819204e-05,2.261458575958386e-08,-1.5160685506998561e-06,-1.2617645097634522e-06,8.214695299102459e-06,334.00482177734375,350.62213134765625,348.3885498046875,346.55426025390625,342.1772155761719,342.1452941894531,338.86932373046875,338.95086669921875,334.25579833984375,332.060302734375,12.03477668762207,12.822457313537598,12.531657218933105,13.315486907958984,10.511775970458984,1.6398370265960693
46,3.446033224463463e-05,2.4238237529061735e-05,7.5386042226455174e-06,6.961568942642771e-06,-2.4876237603166373e-06,6.39228801446734e-07,333.6160888671875,350.7725830078125,348.922119140625,346.6642150878906,341.9620361328125,341.1315002441406,338.5010986328125,340.15435791015625,334.55078125,331.5993347167969,11.951568603515625,10.009839057922363,12.519355773925781,10.675987243652344,10.416237831115723,1.6249333620071411
47,4.861228808294982e-05,2.3332897399086505e-05,3.4496297303121537e-06,4.35444508184446e-06,-4.965176231053192e-06,-3.7122574667591834e-06,333.35968017578125,351.340576171875,348.96368408203125,346.6244812011719,341.9612731933594,340.8914794921875,338.3432922363281,339.9789733886719,334.2339782714844,331.09356689453125,10.766534805297852,9.871150016784668,11.35871696472168,10.487298965454102,10.625731468200684,1.6576142311096191
48,5.494336801348254e-05,2.4942999516497366e-05,-2.9795455702696927e-06,2.8558338271977846e-06,-3.7345639611885417e-06,-8.813030945020728e-06,333.41851806640625,351.734130859375,348.9762268066406,346.6258850097656,341.74560546875,340.67620849609375,338.3375549316406,339.2264404296875,334.0711364746094,330.8753356933594,10.007148742675781,9.439105987548828,10.411216735839844,9.881595611572266,10.696842193603516,1.6687073707580566
49,5.2960509492550045e-05,1.5947245628922246e-05,-1.1862019164254889e-05,-2.71311773758498e-06,-4.906593858322594e-06,-6.9894667831249535e-06,333.46966552734375,352.0423889160156,348.79107666015625,346.2537841796875,341.56072998046875,340.466796875,337.86309814453125,338.2403564453125,334.1051330566406,331.20794677734375,10.097047805786133,10.060530662536621,10.292451858520508,10.305706024169922,10.540287017822266,1.644284963607788
50,3.434269819990732e-05,2.3637476260773838e-05,1.3381519238464534e-05,3.3253218134632334e-06,-1.3686142665392254e-05,-6.6014517869916745e-06,333.7735290527344,351.20953369140625,348.82135009765625,346.6064453125,341.50433349609375,341.2576904296875,338.785400390625,338.1792297363281,332.56414794921875,331.037841796875,10.599531173706055,8.463735580444336,10.77061653137207,8.688423156738281,10.694295883178711,1.6683101654052734
51,2.4557055439800024e-05,1.6856012734933756e-05,2.1231744540273212e-05,2.614399363665143e-06,-1.324844197370112e-05,-2.269023525514058e-06,333.93072509765625,350.5500793457031,348.66766357421875,346.3759460449219,340.10272216796875,340.33624267578125,338.7626953125,337.70977783203125,332.87701416015625,331.5340270996094,10.280454635620117,9.505017280578613,10.468196868896484,9.857551574707031,10.301551818847656,1.6070419549942017
52,1.5518206055276096e-05,6.158826636237791e-06,1.5817631719983183e-05,4.831820660911035e-06,-5.892910394322826e-06,4.15023896493949e-06,333.811279296875,350.7174072265625,348.27691650390625,346.1807556152344,339.60894775390625,339.7965393066406,338.474365234375,337.13525390625,332.9535827636719,331.65423583984375,10.195204734802246,9.487395286560059,10.46677017211914,9.887933731079102,10.409534454345703,1.623887538909912
53,3.163360452163033e-05,-4.909126801067032e-06,6.277157353906659e-06,6.8628064582298975e-06,1.942298240464879e-06,2.162205646527582e-06,333.672119140625,351.0091552734375,348.23175048828125,345.9281005859375,339.791748046875,339.69891357421875,337.62518310546875,336.71771240234375,333.47021484375,331.5174255371094,10.614631652832031,8.526193618774414,11.165071487426758,9.04644775390625,10.501577377319336,1.6382460594177246
54,4.008628457086161e-05,1.2078609870513901e-05,1.8221608115709387e-05,-1.6379324279114371e-06,1.126309871324338e-05,-7.240545983222546e-06,332.8897705078125,350.57464599609375,348.00689697265625,345.8725891113281,340.81634521484375,339.728515625,339.68023681640625,338.9234313964844,333.29608154296875,330.652099609375,12.960939407348633,10.049038887023926,13.420568466186523,10.561485290527344,10.924023628234863,1.7041476964950562
55,5.51882476429455e-05,2.8706832381431013e-05,3.167970135109499e-05,3.641861667347257e-06,6.139526703918818e-06,-2.1547821233980358e-05,332.6319885253906,350.3744201660156,348.8755187988281,346.76123046875,341.4049377441406,338.68353271484375,338.3068542480469,338.77996826171875,332.54425048828125,330.12384033203125,15.053422927856445,12.92689037322998,15.325194358825684,13.105035781860352,11.403900146484375,1.779008150100708
56,5.458801024360582e-05,4.184649878880009e-05,2.8823393222410232e-05,-5.771320502390154e-06,-7.435844963765703e-06,-1.9403038095333613e-05,332.248779296875,351.53546142578125,350.2239685058594,346.87835693359375,340.7408447265625,337.5609436035156,337.2160339355469,337.9835205078125,330.9564208984375,329.507080078125,15.12492561340332,11.022756576538086,15.370074272155762,11.269790649414062,11.616729736328125,1.8122098445892334
57,6.179716001497582e-05,2.7998214136459865e-05,-5.116793545312248e-06,-1.5054305549710989e-05,-7.244781045301352e-06,-1.5287863789126277e-05,332.5736389160156,352.31927490234375,349.589599609375,346.3216552734375,339.83526611328125,336.3661193847656,336.1945495605469,336.77020263671875,329.70831298828125,329.24346923828125,12.202047348022461,8.600679397583008,12.302900314331055,8.638856887817383,11.317392349243164,1.7655131816864014
58,2.1161285985726863e-05,2.0730563846882433e-05,-6.569553079316393e-08,-3.636580458987737e-06,-9.983268682844937e-07,-1.7913484043674543e-05,330.0888671875,352.2416076660156,349.5501403808594,346.4005126953125,340.2224426269531,337.3399658203125,335.70697021484375,335.0647277832031,328.1470642089844,326.2713623046875,10.842877388000488,7.31719446182251,11.00391674041748,7.667501449584961,10.982030868530273,1.7131969928741455
59,1.5728275684523396e-05,1.5503184840781614e-05,-2.857545950973872e-06,4.084010015503736e-06,1.653704202908557e-06,-1.1720063412212767e-05,330.2972412109375,351.7554626464844,349.4438171386719,346.292236328125,339.568359375,336.8905029296875,335.26177978515625,334.8709716796875,328.75274658203125,326.9028625488281,10.450830459594727,7.6097612380981445,10.668159484863281,7.868758201599121,11.039977073669434,1.7222363948822021
60,1.5621466445736587e-05,1.7223439499503e-05,1.8243539443574264e-06,5.279890956444433e-06,-2.3781228719599312e-06,-2.851690624083858e-06,330.64892578125,351.5269775390625,349.3031311035156,346.210205078125,339.08221435546875,336.54248046875,335.0737609863281,334.78253173828125,329.5978698730469,327.9583740234375,11.923051834106445,9.19729232788086,12.230064392089844,9.488869667053223,10.978471755981445,1.7126414775848389
61,2.470529216225259e-05,1.49448387674056e-05,1.699636413832195e-06,3.4487570701458026e-06,-3.705724338942673e-06,2.6056573005917016e-06,331.070068359375,351.09381103515625,348.7791442871094,345.9639892578125,338.7564697265625,336.123291015625,334.4801025390625,334.54217529296875,330.3483581542969,328.49200439453125,12.598886489868164,10.51164436340332,13.04870319366455,10.93164348602295,11.004877090454102,1.7167607545852661
62,2.9634220481966622e-05,6.581303296115948e-06,1.659569306866615e-06,8.256291039288044e-06,2.7197415874979924e-06,5.767513812315883e-06,329.4228820800781,350.4428405761719,347.7384948730469,345.17999267578125,338.715087890625,336.430908203125,336.4634094238281,336.4385681152344,329.1456604003906,326.8579406738281,14.176933288574219,13.069154739379883,14.515800476074219,13.522523880004883,10.752325057983398,1.6773626804351807
63,3.158318213536404e-05,8.598798558523413e-06,-7.194048521341756e-07,8.540004273527302e-06,9.063282050192356e-06,-1.513789470664051e-06,329.8308410644531,350.2452087402344,347.574462890625,345.3161926269531,339.63873291015625,336.64215087890625,336.0577392578125,336.5133361816406,329.32806396484375,327.00830078125,15.848718643188477,14.807356834411621,16.224821090698242,15.229188919067383,11.423651695251465,1.7820897102355957
64,5.0328162615187466e-05,1.0197636584052816e-05,-6.906983344379114e-06,3.853250518659479e-08,3.315759386168793e-06,-6.724948434566613e-06,330.0821533203125,350.8162841796875,347.6427307128906,345.4705810546875,340.0522766113281,336.36236572265625,335.27288818359375,335.822998046875,328.93975830078125,326.8782043457031,15.015968322753906,14.381824493408203,15.33862018585205,14.758808135986328,11.430595397949219,1.7831729650497437
65,5.97848447796423e-05,7.640591320523527e-06,-4.7011722017487045e-06,-2.480129296600353e-06,-2.252022568427492e-06,-6.293479600572027e-06,330.7269287109375,350.38031005859375,346.89288330078125,344.6494140625,339.8343505859375,335.82037353515625,335.4949951171875,335.62298583984375,329.09063720703125,327.057861328125,14.898869514465332,15.695771217346191,15.126946449279785,16.02822494506836,11.405462265014648,1.779252052307129
66,5.1899420213885605e-05,1.1543107575562317e-05,-1.2952964425494429e-06,-1.2760202480421867e-05,-1.2436282759153983e-06,-1.124481605074834e-05,329.7704772949219,350.1329345703125,347.0569763183594,344.4736022949219,339.517822265625,334.85699462890625,333.3512268066406,334.6455993652344,327.9028625488281,325.7586364746094,13.351616859436035,13.372053146362305,13.47315502166748,13.412675857543945,9.907557487487793,1.5455790758132935
67,4.9965841753873974e-05,2.2325441022985615e-05,1.6142168988153571e-06,-1.0472490430402104e-05,6.189548003021628e-07,-1.4948673197068274e-05,329.75946044921875,349.2005920410156,346.82763671875,344.10931396484375,338.7471618652344,334.3620300292969,333.95721435546875,334.44781494140625,328.2655944824219,326.0534973144531,15.03603744506836,13.465995788574219,15.321502685546875,13.794621467590332,9.822092056274414,1.5322463512420654
68,3.18808997690212e-05,2.2829632143839262e-05,8.732230526220519e-06,-1.0778655450849328e-05,-1.9893550415872596e-06,-5.760216936323559e-06,329.55316162109375,349.06707763671875,346.6876525878906,343.4477844238281,337.7995300292969,333.1967468261719,334.0198059082031,334.0061950683594,327.9355773925781,325.9087219238281,15.725539207458496,13.872350692749023,16.32145118713379,14.472015380859375,9.718442916870117,1.5160771608352661
