time,lat,lon
2016-08-07:12.00.00,18.8,163
2016-08-07:15.00.00,18.388,162.429
2016-08-07:18.00.00,18.075,162
2016-08-07:21.00.00,17.7549,161.837
2016-08-08:00.00.00,17.4875,161.7
2016-08-08:03.00.00,17.287,161.532
2016-08-08:06.00.00,17.1583,161.342
2016-08-08:09.00.00,17.0764,161.085
2016-08-08:12.00.00,17.0267,160.793
2016-08-08:15.00.00,17.0174,160.483
2016-08-08:18.00.00,17.025,160.125
2016-08-08:21.00.00,17.0076,159.694
2016-08-09:00.00.00,16.975,159.275
2016-08-09:03.00.00,16.9023,158.971
2016-08-09:06.00.00,16.875,158.675
2016-08-09:09.00.00,16.9474,158.301
2016-08-09:12.00.00,17.125,157.875
2016-08-09:15.00.00,17.4194,157.41
2016-08-09:18.00.00,17.725,156.925
2016-08-09:21.00.00,17.8931,156.453
2016-08-10:00.00.00,18.05,156
2016-08-10:03.00.00,18.3124,155.58
2016-08-10:06.00.00,18.575,155.175
2016-08-10:09.00.00,18.7263,154.73
2016-08-10:12.00.00,18.9,154.35
2016-08-10:15.00.00,19.228,154.116
2016-08-10:18.00.00,19.575,153.95
2016-08-10:21.00.00,19.8174,153.705
2016-08-11:00.00.00,20.025,153.575
2016-08-11:03.00.00,20.1994,153.682
2016-08-11:06.00.00,20.5,153.975
2016-08-11:09.00.00,21.0863,154.202
2016-08-11:12.00.00,21.875,154.45
2016-08-11:15.00.00,22.7496,154.793
2016-08-11:18.00.00,23.65,155.125
2016-08-11:21.00.00,24.4774,155.363
2016-08-12:00.00.00,25.2,155.525
2016-08-12:03.00.00,25.7355,155.632
2016-08-12:06.00.00,26.275,155.7
2016-08-12:09.00.00,27.0626,155.799
2016-08-12:12.00.00,27.85,155.85
2016-08-12:15.00.00,28.4249,155.826
2016-08-12:18.00.00,28.925,155.7
2016-08-12:21.00.00,29.4193,155.497
2016-08-13:00.00.00,30,155.175
2016-08-13:03.00.00,30.8249,154.748
2016-08-13:06.00.00,31.65,154.225
2016-08-13:09.00.00,32.2176,153.645
2016-08-13:12.00.00,32.725,153.075
2016-08-13:15.00.00,33.297,152.616
2016-08-13:18.00.00,33.975,152.175
2016-08-13:21.00.00,34.7758,151.692
2016-08-14:00.00.00,35.75,151.125
2016-08-14:03.00.00,36.9218,150.424
2016-08-14:06.00.00,38.1533,149.613
2016-08-14:09.00.00,39.2761,148.777
2016-08-14:12.00.00,40.3167,147.908
2016-08-14:15.00.00,41.3104,146.905
2016-08-14:18.00.00,42.2,146.033
2016-08-14:21.00.00,42.8988,145.588
2016-08-15:00.00.00,43.7,145.6
2016-08-15:03.00.00,44.9078,145.624
2016-08-15:06.00.00,46.3,145.6
2016-08-15:09.00.00,47.4154,145.75
2016-08-15:12.00.00,48.8,145.8
2016-08-15:15.00.00,50.916,145.535
2016-08-15:18.00.00,53.2,144.96
2016-08-15:21.00.00,54.902,143.899
2016-08-16:00.00.00,56.1,142.6
2016-08-16:03.00.00,56.752,142.011
2016-08-16:06.00.00,57.2,142
2016-08-16:09.00.00,57.8672,142.425
2016-08-16:12.00.00,58.7,143.1
