time,lat,lon
2016-08-03:00.00.00,13.8,-116.7
2016-08-03:03.00.00,13.9006,-117.512
2016-08-03:06.00.00,14,-118.3
2016-08-03:09.00.00,14.0996,-119.05
2016-08-03:12.00.00,14.2,-119.8
2016-08-03:15.00.00,14.2999,-120.608
2016-08-03:18.00.00,14.4,-121.4
2016-08-03:21.00.00,14.5072,-122.122
2016-08-04:00.00.00,14.6,-122.8
2016-08-04:03.00.00,14.6572,-123.45
2016-08-04:06.00.00,14.7,-124.1
2016-08-04:09.00.00,14.7575,-124.807
2016-08-04:12.00.00,14.8,-125.5
2016-08-04:15.00.00,14.8072,-126.108
2016-08-04:18.00.00,14.8,-126.7
2016-08-04:21.00.00,14.7924,-127.35
2016-08-05:00.00.00,14.8,-128
2016-08-05:03.00.00,14.8348,-128.615
2016-08-05:06.00.00,14.9,-129.2
2016-08-05:09.00.00,14.9924,-129.772
2016-08-05:12.00.00,15.1,-130.3
2016-08-05:15.00.00,15.2073,-130.765
2016-08-05:18.00.00,15.3,-131.2
2016-08-05:21.00.00,15.3499,-131.643
2016-08-06:00.00.00,15.4,-132.1
2016-08-06:03.00.00,15.4925,-132.6
2016-08-06:06.00.00,15.6,-133.1
2016-08-06:09.00.00,15.6924,-133.558
2016-08-06:12.00.00,15.8,-134
2016-08-06:15.00.00,15.9424,-134.443
2016-08-06:18.00.00,16.1,-134.9
2016-08-06:21.00.00,16.25,-135.4
2016-08-07:00.00.00,16.4,-135.9
2016-08-07:03.00.00,16.5499,-136.358
2016-08-07:06.00.00,16.7,-136.8
2016-08-07:09.00.00,16.8574,-137.258
2016-08-07:12.00.00,17,-137.7
2016-08-07:15.00.00,17.1223,-138.1
2016-08-07:18.00.00,17.2,-138.5
2016-08-07:21.00.00,17.2225,-138.958
2016-08-08:00.00.00,17.2,-139.4
2016-08-08:03.00.00,17.1499,-139.773
2016-08-08:06.00.00,17.1,-140.1
2016-08-08:09.00.00,17.0924,-140.407
2016-08-08:12.00.00,17.1,-140.7
2016-08-08:15.00.00,17.0998,-140.978
2016-08-08:18.00.00,17.1,-141.3
2016-08-08:21.00.00,17.1075,-141.72
2016-08-09:00.00.00,17.1,-142.2
2016-08-09:03.00.00,17.0573,-142.678
2016-08-09:06.00.00,17,-143.2
2016-08-09:09.00.00,16.9574,-143.785
2016-08-09:12.00.00,16.9,-144.4
2016-08-09:15.00.00,16.8148,-145
2016-08-09:18.00.00,16.7,-145.6
2016-08-09:21.00.00,16.5646,-146.177
2016-08-10:00.00.00,16.4,-146.8
2016-08-10:03.00.00,16.2073,-147.512
2016-08-10:06.00.00,16,-148.3
2016-08-10:09.00.00,15.7998,-149.135
2016-08-01012.00.00,15.6,-150
2016-08-10:15.00.00,15.3997,-150.85
2016-08-10:18.00.00,15.2,-151.7
2016-08-10:21.00.00,15.0006,-152.55
2016-08-11:00.00.00,14.8,-153.4
