time,lat,lon
2016-08-16:18.00.00,12,-32.2
2016-08-16:21.00.00,12.1979,-32.9197
2016-08-17:00.00.00,12.4,-33.6
2016-08-17:03.00.00,12.6198,-34.2153
2016-08-17:06.00.00,12.9,-34.8
2016-08-17:09.00.00,13.2773,-35.3926
2016-08-17:12.00.00,13.7,-36
2016-08-17:15.00.00,14.1074,-36.6501
2016-08-17:18.00.00,14.5,-37.3
2016-08-17:21.00.00,14.8724,-37.9301
2016-08-18:00.00.00,15.2,-38.5
2016-08-18:03.00.00,15.4723,-38.9877
2016-08-18:06.00.00,15.7,-39.4
2016-08-18:09.00.00,15.9074,-39.7652
2016-08-18:12.00.00,16.1,-40.1
2016-08-18:15.00.00,16.2999,-40.4501
2016-08-18:18.00.00,16.5,-40.8
2016-08-18:21.00.00,16.6999,-41.1426
2016-08-19:00.00.00,16.9,-41.5
2016-08-19:03.00.00,17.1,-41.8926
2016-08-19:06.00.00,17.3,-42.3
2016-08-19:09.00.00,17.5074,-42.7
2016-08-19:12.00.00,17.7,-43.1
2016-08-19:15.00.00,17.8423,-43.4853
2016-08-19:18.00.00,18,-43.9
2016-08-19:21.00.00,18.2199,-44.3702
2016-08-20:00.00.00,18.5,-44.9
2016-08-20:03.00.00,18.8275,-45.4926
2016-08-20:06.00.00,19.2,-46.1
2016-08-20:09.00.00,19.5922,-46.6503
2016-08-20:12.00.00,20,-47.2
2016-08-20:15.00.00,20.4074,-47.7927
2016-08-20:18.00.00,20.8,-48.4
2016-08-20:21.00.00,21.1645,-48.9779
2016-08-21:00.00.00,21.5,-49.6
2016-08-21:03.00.00,21.8149,-50.3277
2016-08-21:06.00.00,22.1,-51.1
2016-08-21:09.00.00,22.357,-51.8429
2016-08-21:12.00.00,22.6,-52.6
2016-08-21:15.00.00,22.8421,-53.3854
2016-08-21:18.00.00,23.1,-54.2
2016-08-21:21.00.00,23.3997,-55.0426
2016-08-22:00.00.00,23.7,-55.9
2016-08-22:03.00.00,23.9723,-56.7651
2016-08-22:06.00.00,24.2,-57.6
2016-08-22:09.00.00,24.3495,-58.3732
2016-08-22:12.00.00,24.5,-59.1
2016-08-22:15.00.00,24.7498,-59.8222
2016-08-22:18.00.00,25,-60.5
2016-08-22:21.00.00,25.1646,-61.1154
2016-08-23:00.00.00,25.3,-61.7
2016-08-23:03.00.00,25.4498,-62.3076
2016-08-23:06.00.00,25.6,-62.9
2016-08-23:09.00.00,25.7424,-63.4727
2016-08-23:12.00.00,25.9,-64
2016-08-23:15.00.00,26.0922,-64.4651
2016-08-23:18.00.00,26.3,-64.9
2016-08-23:21.00.00,26.4999,-65.3502
2016-08-24:00.00.00,26.7,-65.8
2016-08-24:03.00.00,26.9003,-66.2497
2016-08-24:06.00.00,27.1,-66.7
