time,lat,lon
2016-09-05:12.00.00,24.75,124.55
2016-09-05:15.00.00,25.0099,124.608
2016-09-05:18.00.00,25.35,124.8
2016-09-05:21.00.00,25.8201,125.215
2016-09-06:00.00.00,26.35,125.75
2016-09-06:03.00.00,26.8496,126.242
2016-09-06:06.00.00,27.2778,126.8
2016-09-06:09.00.00,27.8149,127.458
2016-09-06:12.00.00,28.3364,128.091
2016-09-06:15.00.00,28.7478,128.608
2016-09-06:18.00.00,29.0333,129.133
2016-09-06:21.00.00,29.2041,129.661
2016-09-07:00.00.00,29.3818,130.3
2016-09-07:03.00.00,29.7457,131.149
2016-09-07:06.00.00,30.275,132.15
2016-09-07:09.00.00,30.9726,133.291
2016-09-07:12.00.00,31.475,134.45
2016-09-07:15.00.00,31.7874,135.568
2016-09-07:18.00.00,32.3,136.4
