time,lat,lon
2016-08-17:00.00.00,12.4,-106.5
2016-08-17:03.00.00,12.7525,-106.702
2016-08-17:06.00.00,13.1,-106.9
2016-08-17:09.00.00,13.4425,-107.093
2016-08-17:12.00.00,13.8,-107.3
2016-08-17:15.00.00,14.1925,-107.543
2016-08-17:18.00.00,14.6,-107.8
2016-08-17:21.00.00,15,-108.05
2016-08-18:00.00.00,15.4,-108.3
2016-08-18:03.00.00,15.8075,-108.558
2016-08-18:06.00.00,16.2,-108.8
2016-08-18:09.00.00,16.5724,-109
2016-08-18:12.00.00,16.9,-109.2
2016-08-18:15.00.00,17.18,-109.45
2016-08-18:18.00.00,17.4,-109.7
2016-08-18:21.00.00,17.5649,-109.9
2016-08-19:00.00.00,17.7,-110.1
2016-08-19:03.00.00,17.85,-110.343
2016-08-19:06.00.00,18,-110.6
2016-08-19:09.00.00,18.15,-110.858
2016-08-19:12.00.00,18.3,-111.1
2016-08-19:15.00.00,18.435,-111.315
2016-08-19:18.00.00,18.6,-111.5
2016-08-19:21.00.00,18.8425,-111.658
2016-08-20:00.00.00,19.1,-111.8
2016-08-20:03.00.00,19.315,-111.95
2016-08-20:06.00.00,19.5,-112.1
2016-08-20:09.00.00,19.6575,-112.25
2016-08-20:12.00.00,19.8,-112.4
2016-08-20:15.00.00,19.95,-112.543
2016-08-20:18.00.00,20.1,-112.7
2016-08-20:21.00.00,20.2499,-112.878
2016-08-21:00.00.00,20.4,-113.1
2016-08-21:03.00.00,20.55,-113.378
2016-08-21:06.00.00,20.7,-113.7
2016-08-21:09.00.00,20.85,-114.05
2016-08-21:12.00.00,21,-114.4
2016-08-21:15.00.00,21.1499,-114.708
2016-08-21:18.00.00,21.3,-115
2016-08-21:21.00.00,21.4574,-115.3
2016-08-22:00.00.00,21.6,-115.6
2016-08-22:03.00.00,21.7149,-115.9
2016-08-22:06.00.00,21.8,-116.2
2016-08-22:09.00.00,21.8649,-116.493
2016-08-22:12.00.00,21.9,-116.8
2016-08-22:15.00.00,21.9075,-117.143
2016-08-22:18.00.00,21.9,-117.5
2016-08-22:21.00.00,21.8849,-117.843
2016-08-23:00.00.00,21.9,-118.2
2016-08-23:03.00.00,21.9625,-118.593
2016-08-23:06.00.00,22.1,-119
2016-08-23:09.00.00,22.3199,-119.4
2016-08-23:12.00.00,22.6,-119.8
2016-08-23:15.00.00,22.9148,-120.192
2016-08-23:18.00.00,23.2,-120.6
2016-08-23:21.00.00,23.3799,-121.035
2016-08-24:00.00.00,23.5,-121.5
2016-08-24:03.00.00,23.6149,-121.993
2016-08-24:06.00.00,23.7,-122.5
2016-08-24:09.00.00,23.7573,-123
2016-08-24:12.00.00,23.8,-123.5
2016-08-24:15.00.00,23.8573,-124
2016-08-24:18.00.00,23.9,-124.5
2016-08-24:21.00.00,23.9148,-124.993
2016-08-25:00.00.00,23.9,-125.5
2016-08-25:03.00.00,23.8499,-126.043
2016-08-25:06.00.00,23.8,-126.6
2016-08-25:09.00.00,23.7999,-127.157
2016-08-25:12.00.00,23.8,-127.7
2016-08-25:15.00.00,23.7573,-128.208
2016-08-25:18.00.00,23.7,-128.7
2016-08-25:21.00.00,23.6498,-129.2
2016-08-26:00.00.00,23.6,-129.7
2016-08-26:03.00.00,23.5503,-130.2
2016-08-26:06.00.00,23.5,-130.7
