time,lat,lon
2016-08-02:06.00.00,16.3,-77.5
2016-08-02:09.00.00,16.3032,-78.355
2016-08-02:12.00.00,16.3,-79.2
2016-08-02:15.00.00,16.2923,-80.0226
2016-08-02:18.00.00,16.3,-80.8
2016-08-02:21.00.00,16.3799,-81.5521
2016-08-03:00.00.00,16.4,-82.2
2016-08-03:03.00.00,16.1845,-82.6655
2016-08-03:06.00.00,16,-83.1
2016-08-03:09.00.00,16.0751,-83.6848
2016-08-03:12.00.00,16.3,-84.3
2016-08-03:15.00.00,16.592,-84.8275
2016-08-03:18.00.00,16.9,-85.4
2016-08-03:21.00.00,17.1371,-86.1353
2016-08-04:00.00.00,17.3,-86.9
2016-08-04:03.00.00,17.3894,-87.5677
2016-08-04:06.00.00,17.4,-88.3
2016-08-04:09.00.00,17.3868,-88.9096
2016-08-04:12.00.00,17.4,-89.4
2016-08-04:15.00.00,17.4698,-89.8651
2016-08-04:18.00.00,17.6,-90.3
2016-08-04:21.00.00,17.7923,-90.735
2016-08-05:00.00.00,18,-91.2
2016-08-05:03.00.00,18.1649,-91.7276
2016-08-05:06.00.00,18.3,-92.3
2016-08-05:09.00.00,18.4074,-92.8926
2016-08-05:12.00.00,18.5,-93.5
2016-08-05:15.00.00,18.6,-94.1225
2016-08-05:18.00.00,18.7,-94.7
2016-08-05:21.00.00,18.7954,-95.1635
2016-08-06:00.00.00,18.9,-95.6
2016-08-06:03.00.00,19.0087,-96.074
2016-08-06:06.00.00,19,-96.5
2016-08-06:09.00.00,18.9916,-96.9783
2016-08-06:12.00.00,19,-97.5
