time,lat,lon
2016-08-26:18.00.00,13.3,-136.4
2016-08-26:21.00.00,13.6001,-136.702
2016-08-27:00.00.00,13.9,-137
2016-08-27:03.00.00,14.1999,-137.293
2016-08-27:06.00.00,14.5,-137.6
2016-08-27:09.00.00,14.815,-137.943
2016-08-27:12.00.00,15.1,-138.3
2016-08-27:15.00.00,15.3299,-138.65
2016-08-27:18.00.00,15.5,-139
2016-08-27:21.00.00,15.615,-139.358
2016-08-28:00.00.00,15.7,-139.7
2016-08-28:03.00.00,15.7924,-140.008
2016-08-28:06.00.00,15.9,-140.3
2016-08-28:09.00.00,16.0349,-140.585
2016-08-28:12.00.00,16.2,-140.9
2016-08-28:15.00.00,16.3775,-141.278
2016-08-28:18.00.00,16.6,-141.7
2016-08-28:21.00.00,16.9,-142.157
2016-08-29:00.00.00,17.2,-142.6
2016-08-29:03.00.00,17.4147,-142.943
2016-08-29:06.00.00,17.6,-143.3
2016-08-29:09.00.00,17.8001,-143.792
2016-08-29:12.00.00,18,-144.3
2016-08-29:15.00.00,18.2073,-144.715
2016-08-29:18.00.00,18.4,-145.1
2016-08-29:21.00.00,18.5649,-145.5
2016-08-30:00.00.00,18.7,-145.9
2016-08-30:03.00.00,18.7998,-146.285
2016-08-30:06.00.00,18.9,-146.7
2016-08-30:09.00.00,19.0649,-147.177
2016-08-30:12.00.00,19.2,-147.7
2016-08-30:15.00.00,19.2224,-148.243
2016-08-30:18.00.00,19.2,-148.8
2016-08-30:21.00.00,19.1998,-149.342
2016-08-31:00.00.00,19.2,-149.9
2016-08-31:03.00.00,19.2149,-150.492
2016-08-31:06.00.00,19.2,-151.1
2016-08-31:09.00.00,19.1297,-151.692
2016-08-31:12.00.00,19,-152.3
2016-08-31:15.00.00,18.8226,-152.965
2016-08-31:18.00.00,18.6,-153.6
2016-08-31:21.00.00,18.3722,-154.13
2016-09-01:00.00.00,18.1,-154.6
2016-09-01:03.00.00,17.7649,-155.065
2016-09-01:06.00.00,17.4,-155.5
2016-09-01:09.00.00,17.0123,-155.9
2016-09-01:12.00.00,16.7,-156.3
2016-09-01:15.00.00,16.5473,-156.72
2016-09-01:18.00.00,16.5,-157.2
2016-09-01:21.00.00,16.4847,-157.747
2016-09-02:00.00.00,16.5,-158.4
2016-09-02:03.00.00,16.5001,-159.178
2016-09-02:06.00.00,16.5,-160
2016-09-02:09.00.00,16.4996,-160.75
2016-09-02:12.00.00,16.5,-161.5
2016-09-02:15.00.00,16.5069,-162.262
2016-09-02:18.00.00,16.5,-163.1
2016-09-02:21.00.00,16.4726,-164.085
2016-09-03:00.00.00,16.4,-165.1
2016-09-03:03.00.00,16.2571,-166.03
2016-09-03:06.00.00,16.1,-166.9
2016-09-03:09.00.00,15.9923,-167.737
2016-09-03:12.00.00,15.9,-168.5
2016-09-03:15.00.00,15.8028,-169.175
2016-09-03:18.00.00,15.7,-169.8
