time,lat,lon
2016-08-15:06.00.00,21.8,117.05
2016-08-15:09.00.00,21.7475,116.695
2016-08-15:12.00.00,21.7,116.3
2016-08-15:15.00.00,21.6638,115.846
2016-08-15:18.00.00,21.65,115.4
2016-08-15:21.00.00,21.671,115.039
2016-08-16:00.00.00,21.7,114.7
2016-08-16:03.00.00,21.7076,114.303
2016-08-16:06.00.00,21.7,113.95
2016-08-16:09.00.00,21.6824,113.712
2016-08-16:12.00.00,21.65,113.55
2016-08-16:15.00.00,21.6,113.406
2016-08-16:18.00.00,21.55,113.3
2016-08-16:21.00.00,21.5212,113.218
2016-08-17:00.00.00,21.5,113.15
2016-08-17:03.00.00,21.4033,113.048
2016-08-17:06.00.00,21.32,112.96
2016-08-17:09.00.00,21.2318,112.885
2016-08-17:12.00.00,21.1308,112.792
2016-08-17:15.00.00,21.07,112.615
2016-08-17:18.00.00,21.04,112.367
2016-08-17:21.00.00,21.0736,112.102
2016-08-18:00.00.00,21.075,111.75
2016-08-18:03.00.00,20.9886,111.299
2016-08-18:06.00.00,20.85,110.75
2016-08-18:09.00.00,20.6784,110.11
2016-08-18:12.00.00,20.525,109.475
2016-08-18:15.00.00,20.4466,108.96
2016-08-18:18.00.00,20.425,108.5
2016-08-18:21.00.00,20.4253,108.065
2016-08-19:00.00.00,20.475,107.6
2016-08-19:03.00.00,20.5704,107.052
2016-08-19:06.00.00,20.7,106.425
2016-08-19:09.00.00,20.8142,105.779
2016-08-19:12.00.00,20.9867,105.013
2016-08-19:15.00.00,21.2459,104.049
2016-08-19:18.00.00,21.56,103.01
2016-08-19:21.00.00,21.9305,102.091
2016-08-20:00.00.00,22.2667,101.167
