time,lat,lon
2016-08-24:06.00.00,14.3,-107.4
2016-08-24:09.00.00,14.5003,-107.957
2016-08-24:12.00.00,14.7,-108.5
2016-08-24:15.00.00,14.8999,-109.015
2016-08-24:18.00.00,15.1,-109.5
2016-08-24:21.00.00,15.2924,-109.958
2016-08-25:00.00.00,15.5,-110.4
2016-08-25:03.00.00,15.7499,-110.843
2016-08-25:06.00.00,16,-111.3
2016-08-25:09.00.00,16.2226,-111.815
2016-08-25:12.00.00,16.4,-112.3
2016-08-25:15.00.00,16.5148,-112.68
2016-08-25:18.00.00,16.6,-113
2016-08-25:21.00.00,16.6924,-113.308
2016-08-26:00.00.00,16.8,-113.6
2016-08-26:03.00.00,16.9425,-113.908
2016-08-26:06.00.00,17.1,-114.2
2016-08-26:09.00.00,17.2574,-114.45
2016-08-26:12.00.00,17.4,-114.7
2016-08-26:15.00.00,17.5074,-114.978
2016-08-26:18.00.00,17.6,-115.3
2016-08-26:21.00.00,17.715,-115.685
2016-08-27:00.00.00,17.8,-116.1
2016-08-27:03.00.00,17.8149,-116.493
2016-08-27:06.00.00,17.8,-116.9
2016-08-27:09.00.00,17.7923,-117.32
2016-08-27:12.00.00,17.8,-117.8
2016-08-27:15.00.00,17.8499,-118.37
2016-08-27:18.00.00,17.9,-119
2016-08-27:21.00.00,17.9074,-119.643
2016-08-28:00.00.00,17.9,-120.3
2016-08-28:03.00.00,17.9073,-120.95
2016-08-28:06.00.00,17.9,-121.6
2016-08-28:09.00.00,17.8498,-122.25
2016-08-28:12.00.00,17.8,-122.9
2016-08-28:15.00.00,17.7922,-123.542
2016-08-28:18.00.00,17.8,-124.2
2016-08-28:21.00.00,17.7922,-124.885
2016-08-29:00.00.00,17.8,-125.6
2016-08-29:03.00.00,17.8423,-126.342
2016-08-29:06.00.00,17.9,-127.1
2016-08-29:09.00.00,17.9574,-127.865
2016-08-29:12.00.00,18,-128.6
2016-08-29:15.00.00,17.9996,-129.265
2016-08-29:18.00.00,18,-129.9
2016-08-29:21.00.00,18.0498,-130.55
2016-08-30:00.00.00,18.1,-131.2
2016-08-30:03.00.00,18.1073,-131.85
2016-08-30:06.00.00,18.1,-132.5
2016-08-30:09.00.00,18.1149,-133.157
2016-08-30:12.00.00,18.1,-133.8
2016-08-30:15.00.00,18.0074,-134.423
2016-08-30:18.00.00,17.9,-135
2016-08-30:21.00.00,17.8422,-135.515
2016-08-31:00.00.00,17.8,-136
2016-08-31:03.00.00,17.7423,-136.493
2016-08-31:06.00.00,17.7,-137
2016-08-31:09.00.00,17.6773,-137.535
2016-08-31:12.00.00,17.7,-138.1
2016-08-31:15.00.00,17.7848,-138.685
2016-08-31:18.00.00,17.9,-139.3
2016-08-31:21.00.00,18.0149,-139.95
2016-09-01:00.00.00,18.1,-140.6
2016-09-01:03.00.00,18.1072,-141.208
2016-09-01:06.00.00,18.1,-141.8
2016-09-01:09.00.00,18.1423,-142.4
2016-09-01:12.00.00,18.2,-143
2016-09-01:15.00.00,18.2348,-143.6
2016-09-01:18.00.00,18.3,-144.2
2016-09-01:21.00.00,18.4348,-144.8
2016-09-02:00.00.00,18.6,-145.4
2016-09-02:03.00.00,18.7348,-146
2016-09-02:06.00.00,18.9,-146.6
2016-09-02:09.00.00,19.1347,-147.185
2016-09-02:12.00.00,19.4,-147.8
2016-09-02:15.00.00,19.65,-148.493
2016-09-02:18.00.00,19.9,-149.2
2016-09-02:21.00.00,20.1498,-149.865
2016-09-03:00.00.00,20.4,-150.5
2016-09-03:03.00.00,20.642,-151.085
2016-09-03:06.00.00,20.9,-151.7
2016-09-03:09.00.00,21.2,-152.435
2016-09-03:12.00.00,21.5,-153.2
2016-09-03:15.00.00,21.7571,-153.908
2016-09-03:18.00.00,22,-154.6
2016-09-03:21.00.00,22.2498,-155.308
2016-09-04:00.00.00,22.5,-156
2016-09-04:03.00.00,22.7121,-156.651
2016-09-04:06.00.00,23,-157.3
2016-09-04:09.00.00,23.4627,-158.022
2016-09-04:12.00.00,24,-158.7
2016-09-04:15.00.00,24.492,-159.231
2016-09-04:18.00.00,25,-159.7
2016-09-04:21.00.00,25.5422,-160.186
2016-09-05:00.00.00,26.1,-160.7
2016-09-05:03.00.00,26.6497,-161.271
2016-09-05:06.00.00,27.2,-161.9
2016-09-05:09.00.00,27.7578,-162.615
2016-09-05:12.00.00,28.3,-163.3
2016-09-05:15.00.00,28.8071,-163.853
2016-09-05:18.00.00,29.3,-164.3
2016-09-05:21.00.00,29.7772,-164.673
2016-09-06:00.00.00,30.3,-165
2016-09-06:03.00.00,30.95,-165.357
2016-09-06:06.00.00,31.6,-165.7
2016-09-06:09.00.00,32.1225,-166.038
2016-09-06:12.00.00,32.6,-166.3
2016-09-06:15.00.00,33.0999,-166.453
2016-09-06:18.00.00,33.6,-166.5
2016-09-06:21.00.00,34.0925,-166.473
2016-09-07:00.00.00,34.6,-166.4
2016-09-07:03.00.00,35.1349,-166.379
2016-09-07:06.00.00,35.7,-166.3
2016-09-07:09.00.00,36.2924,-166.102
2016-09-07:12.00.00,36.9,-165.8
2016-09-07:15.00.00,37.44,-165.429
2016-09-07:18.00.00,38.1,-165
2016-09-07:21.00.00,39.0203,-164.556
2016-09-08:00.00.00,40.1,-164.1
