time,lat,lon
2016-08-28:18.00.00,23.8,-81.4
2016-08-28:21.00.00,23.5628,-81.9056
2016-08-29:00.00.00,23.4,-82.4
2016-08-29:03.00.00,23.3624,-82.8722
2016-08-29:06.00.00,23.4,-83.3
2016-08-29:09.00.00,23.4349,-83.6725
2016-08-29:12.00.00,23.5,-84
2016-08-29:15.00.00,23.5998,-84.2925
2016-08-29:18.00.00,23.7,-84.6
2016-08-29:21.00.00,23.765,-84.985
2016-08-30:00.00.00,23.8,-85.4
2016-08-30:03.00.00,23.8,-85.8151
2016-08-30:06.00.00,23.8,-86.2
2016-08-30:09.00.00,23.8424,-86.5225
2016-08-30:12.00.00,23.9,-86.8
2016-08-30:15.00.00,23.9499,-87.0575
2016-08-30:18.00.00,24,-87.3
2016-08-30:21.00.00,24.035,-87.5725
2016-08-31:00.00.00,24.1,-87.8
2016-08-31:03.00.00,24.2274,-87.9449
2016-08-31:06.00.00,24.4,-88
2016-08-31:09.00.00,24.6,-87.9801
2016-08-31:12.00.00,24.8,-87.9
2016-08-31:15.00.00,24.9499,-87.8299
2016-08-31:18.00.00,25.1,-87.7
2016-08-31:21.00.00,25.2851,-87.465
2016-09-01:00.00.00,25.5,-87.2
2016-09-01:03.00.00,25.7124,-87.0071
2016-09-01:06.00.00,26,-86.8
2016-09-01:09.00.00,26.4125,-86.5224
2016-09-01:12.00.00,26.9,-86.2
2016-09-01:15.00.00,27.385,-85.8573
2016-09-01:18.00.00,27.9,-85.5
2016-09-01:21.00.00,28.4346,-85.1546
2016-09-02:00.00.00,29,-84.8
2016-09-02:03.00.00,29.4271,-84.481
2016-09-02:06.00.00,30.3,-84
2016-09-02:09.00.00,30.7836,-83.6123
2016-09-02:12.00.00,31.4,-82.8
2016-09-02:15.00.00,31.9032,-82.0355
2016-09-02:18.00.00,32.4,-81.2
2016-09-02:21.00.00,32.9774,-80.2294
2016-09-03:00.00.00,33.6,-79.2
2016-09-03:03.00.00,34.2722,-78.1778
2016-09-03:06.00.00,34.9,-77.2
2016-09-03:09.00.00,35.4318,-76.3046
2016-09-03:12.00.00,35.8,-75.5
2016-09-03:15.00.00,35.944,-74.7829
2016-09-03:18.00.00,36,-74.1
2016-09-03:21.00.00,36.1349,-73.3424
2016-09-04:00.00.00,36.3,-72.6
2016-09-04:03.00.00,36.507,-71.9277
2016-09-04:06.00.00,36.7,-71.3
2016-09-04:09.00.00,36.8222,-70.6846
2016-09-04:12.00.00,36.9,-70.1
2016-09-04:15.00.00,36.9501,-69.5047
2016-09-04:18.00.00,37,-69
2016-09-04:21.00.00,37.0622,-68.6324
2016-09-05:00.00.00,37.2,-68.4
2016-09-05:03.00.00,37.4549,-68.2329
2016-09-05:06.00.00,37.8,-68.2
2016-09-05:09.00.00,38.1998,-68.275
2016-09-05:12.00.00,38.6,-68.5
2016-09-05:15.00.00,38.9375,-68.8472
2016-09-05:18.00.00,39.2,-69.3
2016-09-05:21.00.00,39.3876,-69.7927
2016-09-06:00.00.00,39.5,-70.3
2016-09-06:03.00.00,39.58,-70.7801
2016-09-06:06.00.00,39.6,-71.2
2016-09-06:09.00.00,39.5573,-71.5303
2016-09-06:12.00.00,39.5,-71.8
2016-09-06:15.00.00,39.515,-72.0798
2016-09-06:18.00.00,39.5,-72.3
2016-09-06:21.00.00,39.3649,-72.4452
2016-09-07:00.00.00,39.2,-72.5
2016-09-07:03.00.00,39.055,-72.4723
2016-09-07:06.00.00,39,-72.4
2016-09-07:09.00.00,39.12,-72.3575
2016-09-07:12.00.00,39.3,-72.3
2016-09-07:15.00.00,39.415,-72.215
2016-09-07:18.00.00,39.5,-72.1
2016-09-07:21.00.00,39.5424,-71.9723
2016-09-08:00.00.00,39.6,-71.8
2016-09-08:03.00.00,39.705,-71.5722
2016-09-08:06.00.00,39.9,-71.3
2016-09-08:09.00.00,40.1899,-71.0146
2016-09-08:12.00.00,40.6,-70.7
2016-09-08:15.00.00,41.1202,-70.3589
2016-09-08:18.00.00,41.7,-70
