time,lat,lon
2016-08-09:09.00.00,22,88.5
2016-08-09:12.00.00,22,88.5
2016-08-09:15.00.00,22.2125,88.685
2016-08-09:18.00.00,22.5,89
2016-08-09:21.00.00,22.6537,89.4691
2016-08-10:00.00.00,22.8,89.7
2016-08-10:03.00.00,23,89.4
2016-08-10:06.00.00,23.1,89.3
2016-08-10:09.00.00,23.2465,89.2272
2016-08-10:12.00.00,23.4,89.1
2016-08-10:15.00.00,23.5075,88.8375
2016-08-10:18.00.00,23.6,88.5
2016-08-10:21.00.00,23.6795,88.1669
2016-08-11:00.00.00,23.8,87.8
2016-08-11:03.00.00,24,87.4
2016-08-11:06.00.00,24,87
2016-08-11:09.00.00,23.9997,86.7398
2016-08-11:12.00.00,24,86.5
2016-08-11:15.00.00,24.0001,86.115
2016-08-11:18.00.00,24,85.7
2016-08-11:21.00.00,23.9997,85.3739
2016-08-12:00.00.00,24,85
2016-08-12:03.00.00,24,84.5
2016-08-12:06.00.00,24,84.5
2016-08-12:09.00.00,24.0795,84.534
2016-08-12:12.00.00,24.2,84.5
2016-08-12:15.00.00,24.307,84.3013
2016-08-12:18.00.00,24.4,84
