time,lat,lon
2016-08-21:12.00.00,11,-19.4
2016-08-21:15.00.00,11.0055,-20.2999
2016-08-21:18.00.00,11,-21.2
2016-08-21:21.00.00,10.9847,-22.1001
2016-08-22:00.00.00,11,-23
2016-08-22:03.00.00,11.0773,-23.9075
2016-08-22:06.00.00,11.2,-24.8
2016-08-22:09.00.00,11.3272,-25.6577
2016-08-22:12.00.00,11.5,-26.5
2016-08-22:15.00.00,11.7348,-27.35
2016-08-22:18.00.00,12,-28.2
2016-08-22:21.00.00,12.2497,-29.0502
2016-08-23:00.00.00,12.5,-29.9
2016-08-23:03.00.00,12.7497,-30.7427
2016-08-23:06.00.00,13,-31.6
2016-08-23:09.00.00,13.2574,-32.5075
2016-08-23:12.00.00,13.5,-33.4
2016-08-23:15.00.00,13.7147,-34.2226
2016-08-23:18.00.00,13.9,-35
2016-08-23:21.00.00,14.0348,-35.7654
2016-08-24:00.00.00,14.2,-36.5
2016-08-24:03.00.00,14.4474,-37.2227
2016-08-24:06.00.00,14.8,-37.9
2016-08-24:09.00.00,15.2623,-38.5226
2016-08-24:12.00.00,15.8,-39.1
2016-08-24:15.00.00,16.3422,-39.6504
2016-08-24:18.00.00,16.9,-40.2
2016-08-24:21.00.00,17.4648,-40.7852
2016-08-25:00.00.00,18,-41.4
2016-08-25:03.00.00,18.4648,-42.0429
2016-08-25:06.00.00,18.9,-42.7
2016-08-25:09.00.00,19.3275,-43.3729
2016-08-25:12.00.00,19.8,-44
2016-08-25:15.00.00,20.3697,-44.523
2016-08-25:18.00.00,21,-45
2016-08-25:21.00.00,21.6424,-45.5004
2016-08-26:00.00.00,22.3,-46
2016-08-26:03.00.00,22.9574,-46.5078
2016-08-26:06.00.00,23.6,-47
2016-08-26:09.00.00,24.2221,-47.4357
2016-08-26:12.00.00,24.8,-47.9
2016-08-26:15.00.00,25.3225,-48.4778
2016-08-26:18.00.00,25.8,-49.1
2016-08-26:21.00.00,26.2647,-49.7005
2016-08-27:00.00.00,26.7,-50.3
2016-08-27:03.00.00,27.1221,-50.8929
2016-08-27:06.00.00,27.5,-51.5
2016-08-27:09.00.00,27.8152,-52.1802
2016-08-27:12.00.00,28.1,-52.8
2016-08-27:15.00.00,28.3996,-53.2529
2016-08-27:18.00.00,28.7,-53.6
2016-08-27:21.00.00,28.9999,-53.9376
2016-08-28:00.00.00,29.3,-54.2
2016-08-28:03.00.00,29.6149,-54.3802
2016-08-28:06.00.00,29.9,-54.5
2016-08-28:09.00.00,30.1299,-54.6001
2016-08-28:12.00.00,30.3,-54.7
2016-08-28:15.00.00,30.4225,-54.85
2016-08-28:18.00.00,30.5,-55
2016-08-28:21.00.00,30.5575,-55.115
2016-08-29:00.00.00,30.6,-55.2
2016-08-29:03.00.00,30.65,-55.2575
2016-08-29:06.00.00,30.7,-55.3
2016-08-29:09.00.00,30.735,-55.3575
2016-08-29:12.00.00,30.8,-55.4
2016-08-29:15.00.00,30.9349,-55.4448
2016-08-29:18.00.00,31.1,-55.4
2016-08-29:21.00.00,31.2501,-55.1876
2016-08-30:00.00.00,31.4,-54.9
2016-08-30:03.00.00,31.5497,-54.6798
2016-08-30:06.00.00,31.7,-54.4
2016-08-30:09.00.00,31.8425,-53.9873
2016-08-30:12.00.00,32,-53.5
2016-08-30:15.00.00,32.1999,-53.0076
2016-08-30:18.00.00,32.4,-52.5
2016-08-30:21.00.00,32.5498,-51.9996
2016-08-31:00.00.00,32.7,-51.5
2016-08-31:03.00.00,32.877,-51.0219
2016-08-31:06.00.00,33.1,-50.5
2016-08-31:09.00.00,33.37,-49.8722
2016-08-31:12.00.00,33.7,-49.2
2016-08-31:15.00.00,34.0693,-48.5715
2016-08-31:18.00.00,34.5,-47.9
2016-08-31:21.00.00,34.9993,-47.1522
2016-09-01:00.00.00,35.5,-46.3
2016-09-01:03.00.00,35.9143,-45.3511
2016-09-01:06.00.00,36.3,-44.3
2016-09-01:09.00.00,36.7066,-43.1867
2016-09-01:12.00.00,37.1,-42
2016-09-01:15.00.00,37.4791,-40.7648
2016-09-01:18.00.00,37.8,-39.5
2016-09-01:21.00.00,38.0297,-38.2114
2016-09-02:00.00.00,38.2,-37
2016-09-02:03.00.00,38.3481,-35.9613
2016-09-02:06.00.00,38.5,-35
2016-09-02:09.00.00,38.692,-33.9849
2016-09-02:12.00.00,38.9,-33
2016-09-02:15.00.00,39.0991,-32.077
2016-09-02:18.00.00,39.3,-31.2
2016-09-02:21.00.00,39.4917,-30.3417
2016-09-03:00.00.00,39.7,-29.5
2016-09-03:03.00.00,39.9269,-28.6491
2016-09-03:06.00.00,40.2,-27.8
2016-09-03:09.00.00,40.5337,-26.9521
2016-09-03:12.00.00,40.9,-26.1
