time,lat,lon
2016-08-16:18.00.00,15.4,138.1
2016-08-16:21.00.00,15.4128,138.617
2016-08-17:00.00.00,15.36,139.02
2016-08-17:03.00.00,15.2976,139.473
2016-08-17:06.00.00,15.24,139.9
2016-08-17:09.00.00,15.2115,140.284
2016-08-17:12.00.00,15.2,140.633
2016-08-17:15.00.00,15.1733,140.986
2016-08-17:18.00.00,15.1667,141.333
2016-08-17:21.00.00,15.1866,141.683
2016-08-18:00.00.00,15.2667,142.033
2016-08-18:03.00.00,15.395,142.398
2016-08-18:06.00.00,15.6333,142.733
2016-08-18:09.00.00,15.9899,143.009
2016-08-18:12.00.00,16.2333,143.033
2016-08-18:15.00.00,16.5728,143.045
2016-08-18:18.00.00,16.9,142.933
2016-08-18:21.00.00,17.1,142.652
2016-08-19:00.00.00,17.3538,142.346
2016-08-19:03.00.00,17.6096,142.004
2016-08-19:06.00.00,17.9067,141.667
2016-08-19:09.00.00,18.3012,141.387
2016-08-19:12.00.00,18.725,141.125
2016-08-19:15.00.00,19.0329,140.798
2016-08-19:18.00.00,19.375,140.6
2016-08-19:21.00.00,19.7937,140.671
2016-08-20:00.00.00,20.375,140.775
2016-08-20:03.00.00,21.1857,140.864
2016-08-20:06.00.00,22.15,140.95
2016-08-20:09.00.00,23.1725,141.03
2016-08-20:12.00.00,24.225,141.05
2016-08-20:15.00.00,25.2312,140.964
2016-08-20:18.00.00,26.2,140.825
2016-08-20:21.00.00,27.1236,140.729
2016-08-21:00.00.00,28.025,140.575
2016-08-21:03.00.00,28.949,140.269
2016-08-21:06.00.00,29.85,139.95
2016-08-21:09.00.00,30.7028,139.783
2016-08-21:12.00.00,31.525,139.625
2016-08-21:15.00.00,32.3695,139.316
2016-08-21:18.00.00,33.15,139.2
2016-08-21:21.00.00,33.7412,139.238
2016-08-22:00.00.00,34.25,139.475
2016-08-22:03.00.00,34.9406,139.744
2016-08-22:06.00.00,35.85,140.025
2016-08-22:09.00.00,36.6787,140.329
2016-08-22:12.00.00,37.775,140.725
2016-08-22:15.00.00,39.0367,141.087
2016-08-22:18.00.00,40.55,141.725
2016-08-22:21.00.00,42.2961,142.643
2016-08-23:00.00.00,43.9429,143.871
2016-08-23:03.00.00,45.9286,145.428
2016-08-23:06.00.00,48.2,147
