time,lat,lon
2016-10-21:00.00.00,13.5,88.5
2016-10-21:03.00.00,13.6,88.8
2016-10-21:06.00.00,13.7,89.3
2016-10-21:09.00.00,13.8135,89.6284
2016-10-21:12.00.00,13.9,89.8
2016-10-21:15.00.00,13.915,89.88
2016-10-21:18.00.00,13.9,89.9
2016-10-21:21.00.00,13.8794,89.858
2016-10-22:00.00.00,13.92,90.06
2016-10-22:03.00.00,14.111,90.6507
2016-10-22:06.00.00,14.5429,91.3857
2016-10-22:09.00.00,14.7663,91.812
2016-10-22:12.00.00,14.9,92.05
2016-10-22:15.00.00,15.0824,92.2763
2016-10-22:18.00.00,15.25,92.45
2016-10-22:21.00.00,15.3979,92.6331
2016-10-23:00.00.00,15.5,92.75
2016-10-23:03.00.00,15.5537,92.7713
2016-10-23:06.00.00,15.6,92.8
2016-10-23:09.00.00,15.6614,92.8661
2016-10-23:12.00.00,15.75,92.95
2016-10-23:15.00.00,15.8675,93.0362
2016-10-23:18.00.00,16,93.1
2016-10-23:21.00.00,16.1301,93.1102
2016-10-24:00.00.00,16.25,93.1
2016-10-24:03.00.00,16.35,93.1
2016-10-24:06.00.00,16.5,93.05
2016-10-24:09.00.00,16.6534,92.7602
2016-10-24:12.00.00,16.7,92.5
2016-10-24:15.00.00,16.7054,92.3171
2016-10-24:18.00.00,16.7,92.15
2016-10-24:21.00.00,16.7161,91.956
2016-10-25:00.00.00,16.75,91.7
2016-10-25:03.00.00,16.8,91.365
2016-10-25:06.00.00,16.8,91.1
2016-10-25:09.00.00,16.7037,90.79
2016-10-25:12.00.00,16.75,90.55
2016-10-25:15.00.00,16.64,90.2038
2016-10-25:18.00.00,16.6,89.8
2016-10-25:21.00.00,16.3961,89.5149
2016-10-26:00.00.00,16.35,89
2016-10-26:03.00.00,16.3389,88.4539
2016-10-26:06.00.00,16.3,87.9
2016-10-26:09.00.00,16.2286,87.41
2016-10-26:12.00.00,16.15,86.95
2016-10-26:15.00.00,16.0749,86.55
2016-10-26:18.00.00,16,86.25
2016-10-26:21.00.00,15.8712,85.7825
2016-10-27:00.00.00,15.75,85.35
2016-10-27:03.00.00,15.7038,84.8388
2016-10-27:06.00.00,15.7,84.35
2016-10-27:09.00.00,15.6413,83.9179
2016-10-27:12.00.00,15.5571,83.5571
2016-10-27:15.00.00,15.4488,83.2563
2016-10-27:18.00.00,15.32,83
2016-10-27:21.00.00,15.1924,82.7926
2016-10-28:00.00.00,15.1,82.6
2016-10-28:03.00.00,15.0075,82.35
2016-10-28:06.00.00,14.9,82.1
2016-10-28:09.00.00,14.7575,81.8925
2016-10-28:12.00.00,14.6,81.7
2016-10-28:15.00.00,14.435,81.4775
2016-10-28:18.00.00,14.3,81.3
2016-10-28:21.00.00,14.2425,81.2351
2016-10-29:00.00.00,14.2,81.2
2016-10-29:03.00.00,14.115,81.1174
2016-10-29:06.00.00,14,81
