time,lat,lon
2007-05-31:06.00.00,13.7,71.6
2007-05-31:09.00.00,13.86,71.67
2007-05-31:12.00.00,14,71.7
2007-05-31:15.00.00,14.1074,71.6525
2007-05-31:18.00.00,14.2,71.5
2007-05-31:21.00.00,14.2924,71.2524
2007-06-01:00.00.00,14.4,70.9
2007-06-01:03.00.00,14.5424,70.495
2007-06-01:06.00.00,14.7,70
2007-06-01:09.00.00,14.8653,69.3702
2007-06-01:12.00.00,15,68.8
2007-06-01:15.00.00,15.0722,68.4974
2007-06-01:18.00.00,15.08,68.24
2007-06-01:21.00.00,15.0716,68.0333
2007-06-02:00.00.00,15.0571,67.8857
2007-06-02:03.00.00,15.0388,67.5137
2007-06-02:06.00.00,15.05,67.2281
2007-06-02:09.00.00,15.1175,67.0775
2007-06-02:12.00.00,15.2,67.05
2007-06-02:15.00.00,15.2462,67.0563
2007-06-02:18.00.00,15.3,67.1
2007-06-02:21.00.00,15.3738,66.925
2007-06-03:00.00.00,15.75,67
2007-06-03:03.00.00,15.9674,67.0661
2007-06-03:06.00.00,16.45,67.05
2007-06-03:09.00.00,16.8651,66.8801
2007-06-03:12.00.00,17.5,66.65
2007-06-03:15.00.00,17.625,66.4674
2007-06-03:18.00.00,18,66.05
2007-06-03:21.00.00,18.1462,65.8962
2007-06-04:00.00.00,18.55,65.25
2007-06-04:03.00.00,18.6962,65.1074
2007-06-04:06.00.00,19.1,64.7
2007-06-04:09.00.00,19.525,64.5075
2007-06-04:12.00.00,19.95,64.05
2007-06-04:15.00.00,20.115,63.85
2007-06-04:18.00.00,20.5,63.4
2007-06-04:21.00.00,20.5825,63.1998
2007-06-05:00.00.00,20.65,62.75
2007-06-05:03.00.00,20.9963,62.0425
2007-06-05:06.00.00,21.35,61.6
2007-06-05:09.00.00,21.4499,61.1887
2007-06-05:12.00.00,21.55,61.05
2007-06-05:15.00.00,21.8924,60.9249
2007-06-05:18.00.00,22,60.55
2007-06-05:21.00.00,22.3963,60.4
