time,lat,lon
2005-12-04:06.00.00,8.7,93
2005-12-04:09.00.00,8.88509,92.6776
2005-12-04:12.00.00,9.1,92.4
2005-12-04:15.00.00,9.35745,92.1925
2005-12-04:18.00.00,9.6,92
2005-12-04:21.00.00,9.765,91.7575
2005-12-05:00.00.00,9.9,91.5
2005-12-05:03.00.00,10.0575,91.2575
2005-12-05:06.00.00,10.2,91
2005-12-05:09.00.00,10.285,90.6924
2005-12-05:12.00.00,10.4,90.4
2005-12-05:15.00.00,10.6274,90.1925
2005-12-05:18.00.00,10.9,90
2005-12-05:21.00.00,11.165,89.765
2005-12-06:00.00.00,11.4,89.5
2005-12-06:03.00.00,11.376,89.266
2005-12-06:06.00.00,11.3,89.1
2005-12-06:09.00.00,11.3928,88.7714
2005-12-06:12.00.00,11.3,88.65
2005-12-06:15.00.00,11.2537,88.5
2005-12-06:18.00.00,11.2,88.1
2005-12-06:21.00.00,11.1575,87.9388
2005-12-07:00.00.00,11.1,87.8
2005-12-07:03.00.00,11.0037,87.21
2005-12-07:06.00.00,10.9,86.9
2005-12-07:09.00.00,10.8175,86.6
2005-12-07:12.00.00,10.75,86.55
2005-12-07:15.00.00,10.685,86.4825
2005-12-07:18.00.00,10.65,86.15
2005-12-07:21.00.00,10.66,86.0575
2005-12-08:00.00.00,10.7,85.95
2005-12-08:03.00.00,10.5037,85.8363
2005-12-08:06.00.00,10.55,85.45
2005-12-08:09.00.00,10.5688,85.0288
2005-12-08:12.00.00,10.55,84.6
2005-12-08:15.00.00,10.475,84.4537
2005-12-08:18.00.00,10.4,84.05
2005-12-08:21.00.00,10.3888,83.8575
2005-12-09:00.00.00,10.4,83.4
2005-12-09:03.00.00,10.4,82.95
2005-12-09:06.00.00,10.4,82.75
2005-12-09:09.00.00,10.4,82.3
2005-12-09:12.00.00,10.4,81.85
2005-12-09:15.00.00,10.3888,81.3887
2005-12-09:18.00.00,10.4,81.2
2005-12-09:21.00.00,10.4862,80.8101
