time,lat,lon
2019-01-01:03.00.00,6.625,110.8
2019-01-01:03.00.00,6.41004,110.497
2019-01-01:06.00.00,6.225,110.175
2019-01-01:09.00.00,6.07934,109.951
2019-01-01:12.00.00,5.975,109.75
2019-01-01:15.00.00,5.88998,109.529
2019-01-01:18.00.00,5.85,109.275
2019-01-01:21.00.00,5.84687,108.969
2019-01-02:00.00.00,5.9,108.625
2019-01-02:03.00.00,6.02495,108.283
2019-01-02:06.00.00,6.15,107.9
2019-01-02:09.00.00,6.20308,107.466
2019-01-02:12.00.00,6.2,106.975
2019-01-02:15.00.00,6.14504,106.419
2019-01-02:18.00.00,6.075,105.875
2019-01-02:21.00.00,6.02744,105.418
2019-01-03:00.00.00,6.025,105.025
2019-01-03:03.00.00,6.08057,104.686
2019-01-03:06.00.00,6.2,104.35
2019-01-03:09.00.00,6.35186,103.952
2019-01-03:12.00.00,6.575,103.525
2019-01-03:15.00.00,6.87931,103.102
2019-01-03:18.00.00,7.225,102.65
2019-01-03:21.00.00,7.57437,102.143
2019-01-04:00.00.00,7.875,101.625
2019-01-04:03.00.00,8.0787,101.137
2019-01-04:06.00.00,8.2,100.675
2019-01-04:09.00.00,8.26117,100.242
2019-01-04:12.00.00,8.31875,99.8
2019-01-04:15.00.00,8.41416,99.3388
2019-01-04:18.00.00,8.54667,98.92
2019-01-04:21.00.00,8.69565,98.6807
2019-01-05:00.00.00,8.84615,98.5077
2019-01-05:03.00.00,9.05163,98.2366
2019-01-05:06.00.00,9.26667,97.9667
2019-01-05:09.00.00,9.5091,97.6949
2019-01-05:12.00.00,9.8,97.3667
2019-01-05:15.00.00,10.1009,96.9085
2019-01-05:18.00.00,10.3667,96.4
2019-01-05:21.00.00,10.5431,95.8848
2019-01-06:00.00.00,10.7,95.3
2019-01-06:03.00.00,10.8479,94.3835
2019-01-06:06.00.00,11,93.5667
2019-01-06:09.00.00,11.1202,92.9349
2019-01-06:12.00.00,11.2667,92.4333
