time,lat,lon
2006-04-24:06.00.00,8.4,90.1
2006-04-24:09.00.00,8.47753,89.89
2006-04-24:12.00.00,8.6,89.7
2006-04-24:15.00.00,8.79249,89.555
2006-04-24:18.00.00,9,89.5
2006-04-24:21.00.00,9.15001,89.5924
2006-04-25:00.00.00,9.3,89.7
2006-04-25:03.00.00,9.5,89.832
2006-04-25:06.00.00,9.63333,89.9
2006-04-25:09.00.00,9.70428,89.7586
2006-04-25:12.00.00,10,89.55
2006-04-25:15.00.00,10.0862,89.5812
2006-04-25:18.00.00,10.15,89.65
2006-04-25:21.00.00,10.1313,89.7713
2006-04-26:00.00.00,10.4,89.65
2006-04-26:03.00.00,10.57,89.7437
2006-04-26:06.00.00,11.05,89.8
2006-04-26:09.00.00,11.2687,90.0725
2006-04-26:12.00.00,11.7,90.3
2006-04-26:15.00.00,12.0587,90.4938
2006-04-26:18.00.00,12.1,90.4
2006-04-26:21.00.00,12.0675,90.2599
2006-04-27:00.00.00,12.05,90.15
2006-04-27:03.00.00,12.41,90.1338
2006-04-27:06.00.00,12.55,90.2
2006-04-27:09.00.00,12.6213,90.335
2006-04-27:12.00.00,12.95,90.5
2006-04-27:15.00.00,13.085,90.6213
2006-04-27:18.00.00,13.25,90.75
2006-04-27:21.00.00,13.6713,90.925
2006-04-28:00.00.00,14.1,91.35
2006-04-28:03.00.00,14.5249,91.7289
2006-04-28:06.00.00,14.95,92.1
2006-04-28:09.00.00,15.275,92.3963
2006-04-28:12.00.00,15.55,92.65
2006-04-28:15.00.00,15.9787,93.0538
2006-04-28:18.00.00,16.15,93.2
2006-04-28:21.00.00,16.55,93.5788
2006-04-29:00.00.00,16.7,93.7
2006-04-29:03.00.00,17.1174,94.0564
