time,lat,lon
2004-09-30:06.00.00,16.3,69
2004-09-30:09.00.00,16.4733,68.7501
2004-09-30:12.00.00,16.86,68.32
2004-09-30:15.00.00,17.2615,67.8358
2004-09-30:18.00.00,17.65,67.65
2004-09-30:21.00.00,18.0749,67.3061
2004-10-01:00.00.00,18.5,67
2004-10-01:03.00.00,18.925,66.8963
2004-10-01:06.00.00,19.1,66.8
2004-10-01:09.00.00,19.5287,66.4775
2004-10-01:12.00.00,19.95,66.45
2004-10-01:15.00.00,20.1075,66.4812
2004-10-01:18.00.00,20.25,66.55
2004-10-01:21.00.00,20.3787,66.6213
2004-10-02:00.00.00,21,66.7
2004-10-02:03.00.00,21.1212,66.7713
2004-10-02:06.00.00,21.5,67.1
2004-10-02:09.00.00,21.65,67.1925
2004-10-02:12.00.00,22.05,67.55
2004-10-02:15.00.00,22.1863,67.675
2004-10-02:18.00.00,22.55,68.05
2004-10-02:21.00.00,22.6288,68.4262
2004-10-03:00.00.00,22.95,68.5
2004-10-03:03.00.00,23.0575,68.4801
2004-10-03:06.00.00,23.15,68.4
2004-10-03:09.00.00,23.2013,68.3075
2004-10-03:12.00.00,23.2286,68.1571
2004-10-03:15.00.00,23.2017,67.9516
2004-10-03:18.00.00,23.08,67.7
2004-10-03:21.00.00,22.8225,67.4276
2004-10-04:00.00.00,22.5,67.4
2004-10-04:03.00.00,22.2,67.35
2004-10-04:06.00.00,21.9,67.3
2004-10-04:09.00.00,21.5925,67.2425
2004-10-04:12.00.00,21.3,67.2
2004-10-04:15.00.00,21.0349,67.1549
2004-10-04:18.00.00,20.8,67.2
2004-10-04:21.00.00,20.6002,67.4427
2004-10-05:00.00.00,20.4,67.7
2004-10-05:03.00.00,20.1574,67.7874
2004-10-05:06.00.00,19.9,67.8
2004-10-05:09.00.00,19.635,67.7999
2004-10-05:12.00.00,19.4,67.8
2004-10-05:15.00.00,19.235,67.8425
2004-10-05:18.00.00,19.1,67.9
2004-10-05:21.00.00,18.9425,67.9575
2004-10-06:00.00.00,18.8,68
2004-10-06:03.00.00,18.6925,68
2004-10-06:06.00.00,18.6,68
2004-10-06:09.00.00,18.5,68.0425
2004-10-06:12.00.00,18.4,68.1
2004-10-06:15.00.00,18.3,68.15
2004-10-06:18.00.00,18.2,68.2
2004-10-06:21.00.00,18.0925,68.2425
2004-10-07:00.00.00,18,68.3
2004-10-07:03.00.00,17.92,68.385
2004-10-07:06.00.00,17.9,68.5
2004-10-07:09.00.00,17.9775,68.6799
2004-10-07:12.00.00,18.1,68.8
2004-10-07:15.00.00,18.1925,68.7226
2004-10-07:18.00.00,18.3,68.6
2004-10-07:21.00.00,18.4425,68.585
2004-10-08:00.00.00,18.6,68.6
2004-10-08:03.00.00,18.7575,68.585
2004-10-08:06.00.00,18.9,68.6
2004-10-08:09.00.00,19,68.6925
2004-10-08:12.00.00,19.1,68.8
2004-10-08:15.00.00,19.25,68.85
2004-10-08:18.00.00,19.4,68.9
2004-10-08:21.00.00,19.5,68.9925
2004-10-09:00.00.00,19.6,69.1
2004-10-09:03.00.00,19.7275,69.1926
2004-10-09:06.00.00,19.9,69.3
2004-10-09:09.00.00,20.1349,69.4201
2004-10-09:12.00.00,20.4,69.6
2004-10-09:15.00.00,20.6801,69.8848
2004-10-09:18.00.00,20.9,70.2
2004-10-09:21.00.00,20.99,70.4677
