time,lat,lon
2004-05-14:18.00.00,14.8,89.7
2004-05-14:21.00.00,14.8725,90.0273
2004-05-15:00.00.00,14.9,90.4
2004-05-15:03.00.00,14.87,90.8428
2004-05-15:06.00.00,14.9,91.3
2004-05-15:09.00.00,15.0976,91.7747
2004-05-15:12.00.00,15.4,92.1
2004-05-15:15.00.00,15.7349,92.0954
2004-05-15:18.00.00,16.1,92
2004-05-15:21.00.00,16.45,92.1222
2004-05-16:00.00.00,16.8,92.2
2004-05-16:03.00.00,17.165,92.0676
2004-05-16:06.00.00,17.5,91.8
2004-05-16:09.00.00,17.636,91.4841
2004-05-16:12.00.00,17.8333,91.0667
2004-05-16:15.00.00,17.8399,90.8197
2004-05-16:18.00.00,17.8,90.65
2004-05-16:21.00.00,18.0212,90.2637
2004-05-17:00.00.00,18.25,90.15
2004-05-17:03.00.00,18.2887,89.775
2004-05-17:06.00.00,18.35,89.65
2004-05-17:09.00.00,18.4,89.2787
2004-05-17:12.00.00,18.45,88.9
2004-05-17:15.00.00,18.5338,88.7163
2004-05-17:18.00.00,18.55,88.6
2004-05-17:21.00.00,18.6025,88.4053
2004-05-18:00.00.00,18.45,88.55
2004-05-18:03.00.00,18.6199,88.6772
2004-05-18:06.00.00,18.85,88.85
2004-05-18:09.00.00,18.8788,89.5928
2004-05-18:12.00.00,18.9,90.1
2004-05-18:15.00.00,19.0674,90.2999
2004-05-18:18.00.00,19.5,90.75
2004-05-18:21.00.00,19.3885,91.273
2004-05-19:00.00.00,19.8667,91.8333
2004-05-19:03.00.00,20.0296,92.4046
2004-05-19:06.00.00,20.1,93.1
2004-05-19:09.00.00,20.4551,93.8624
2004-05-19:12.00.00,20.9,94.7
2004-05-19:15.00.00,21.353,95.5118
