,Prec_Intg
0,290.8672206103802
1,250.77784433960915
2,210.2845162153244
3,216.01881831884384
4,192.90514290332794
5,274.2212265729904
6,293.3141216635704
7,313.5046549141407
8,196.0562728345394
9,252.00475007295609
10,203.50921899080276
11,178.67188900709152
12,167.8278110921383
13,239.20560255646706
14,202.12648436427116
15,208.42203870415688
16,179.62101846933365
17,158.60522165894508
18,98.97604584693909
19,83.5902988910675
20,86.85436099767685
21,130.45703992247581
22,143.8482291996479
23,135.3297010064125
24,106.86608031392097
25,86.14111691713333
26,56.76392465829849
27,42.965877801179886
28,49.95357245206833
29,92.62315928936005
30,134.139284491539
31,154.05552461743355
32,146.71221375465393
33,107.48619213700294
34,49.39783364534378
35,51.848385483026505
36,48.03599789738655
37,93.7562994658947
38,115.99311605095863
39,121.08717113733292
40,114.62142691016197
41,88.8461247086525
42,64.77022543549538
43,45.60716450214386
44,23.675449192523956
45,36.8986651301384
46,39.53125327825546
47,20.85503190755844
48,17.01250672340393
