,Pmin
0,1002.601875
1,1000.56625
2,1001.874375
3,1002.60375
4,1000.260625
5,999.043125
6,1001.638125
7,1002.256875
8,1000.058125
9,999.61875
10,1003.69
11,1005.84125
12,1003.721875
13,1002.00875
14,1004.2
15,1005.874375
16,1004.43125
17,1002.891875
18,1003.493125
19,1005.2925
20,1003.431875
21,1001.248125
22,1002.34125
23,1003.5825
24,1002.429375
25,1000.611875
26,1002.2975
27,1003.3575
28,1000.60375
29,998.99125
30,1000.565625
31,1002.24625
32,999.179375
33,996.674375
34,997.97125
35,1000.25625
36,997.916875
37,994.753125
38,995.035
39,996.785
40,995.7275
41,992.838125
42,993.0075
43,993.99625
44,993.053125
45,990.94375
46,990.19875
47,992.926875
48,993.090625
49,991.485625
50,992.713125
51,994.6875
52,993.168125
53,988.595625
54,995.65125
55,998.749375
