,Pmin
0,1006.8875
1,1005.06
2,1005.203125
3,1007.303125
4,1006.219375
5,1003.315
6,1004.089375
7,1006.555
8,1005.91125
9,1003.594375
10,1003.0375
11,1004.968125
12,1003.468125
13,1001.49625
14,1002.46625
15,1004.486875
16,1004.028125
17,1003.085625
18,1003.56
19,1005.599375
20,1004.3875
21,1002.053125
22,1003.491875
23,1005.299375
24,1004.905625
25,1003.589375
26,1004.530625
27,1007.279375
28,1005.824375
29,1002.990625
30,1003.474375
31,1004.539375
32,1004.5675
33,1003.72375
34,1004.68875
35,1007.43875
36,1006.18125
37,1004.695625
38,1006.155625
39,1008.31875
40,1007.605
41,1006.625625
42,1008.154375
43,1010.761875
44,1009.149375
45,1007.420625
46,1008.945
