,tot_Prec_Intg
0,1111.75075173378
1,1228.5617738962173
2,1004.3463855981827
3,828.2984793186188
4,876.697450876236
5,1163.2169783115387
6,1111.7524653673172
7,1044.1015660762787
8,966.9221937656403
9,982.7296435832977
10,769.7068154811859
11,873.3358979225159
12,1003.2248497009277
13,1032.777801156044
14,1013.072058558464
15,1009.2348605394363
16,914.6279096603394
17,923.544391989708
18,819.7519183158875
19,959.0041637420654
20,866.8944239616394
21,1016.3582861423492
22,1010.0886225700378
23,926.298052072525
24,752.8488337993622
25,819.8230713605881
26,828.4074813127518
27,979.6039760112762
28,923.0862557888031
29,895.5984562635422
30,822.9013532400131
31,918.472483754158
32,858.391672372818
33,915.7006442546844
34,858.1634610891342
35,1001.3023018836975
36,1119.2794144153595
37,1210.0693583488464
38,1037.2344404459
39,1015.2123123407364
40,1144.5681750774384
41,1308.7615370750427
42,1375.0149309635162
43,1151.803880929947
44,1127.249002456665
45,1211.9774520397186
46,1288.4724140167236
47,1194.5408582687378
48,1101.8751561641693
49,1012.7979516983032
50,1078.3195495605469
51,1086.9064927101135
52,1059.5106333494186
53,920.3293174505234
54,1020.3193873167038
55,1053.253561258316
56,1138.8001590967178
57,1404.3725281953812
58,1493.4732019901276
59,1355.2393019199371
60,1293.8402593135834
61,1296.3740527629852
62,1137.0573937892914
63,803.0931651592255
64,675.4976511001587
