,tot_Prec_Intg
0,658.942237496376
1,789.0452444553375
2,922.6484596729279
3,878.8596093654633
4,780.7645201683044
5,634.9906325340271
6,637.1205672621727
7,1177.0494282245636
8,1285.9835475683212
9,1455.0182223320007
10,1182.4371665716171
11,928.2786399126053
12,966.9661521911621
13,910.8199924230576
14,910.3239327669144
15,988.6109083890915
16,967.039167881012
17,1072.2136497497559
18,1088.4929448366165
19,1107.0431768894196
20,970.4636037349701
21,983.7815165519714
22,797.4203675985336
23,1324.5554268360138
24,1413.949653506279
25,1390.681266784668
26,1350.6104052066803
27,1733.8292300701141
28,1680.1437735557556
29,1577.6371955871582
30,1326.8189877271652
31,1333.4382325410843
32,1154.6067148447037
33,968.049019575119
34,962.2722864151001
35,1391.799971461296
36,1403.3807069063187
37,1379.0982961654663
38,1246.0537999868393
39,1234.2175096273422
40,1127.5798827409744
41,1020.7710415124893
42,956.73568546772
43,987.1555119752884
44,1004.8593580722809
45,979.5022755861282
46,1072.6170986890793
47,947.9773044586182
48,1015.4888778924942
49,903.0421078205109
50,808.3627372980118
51,835.2590352296829
52,1074.0379244089127
53,1123.3960837125778
54,1004.2425245046616
55,850.2694964408875
56,720.3348726034164
57,648.794025182724
58,573.9549547433853
59,636.870488524437
60,722.1480458974838
61,586.3723158836365
62,472.6407676935196
63,445.052832365036
64,395.71695029735565
65,389.5215690135956
66,357.118621468544
67,391.72738790512085
68,416.08721017837524
69,389.76505398750305
70,318.1084990501404
71,274.00076389312744
72,192.96884536743164
73,192.02858209609985
74,236.04877293109894
75,258.4381401538849
76,229.55745458602905
77,196.29746675491333
78,283.9289605617523
