,Prec_Intg
0,180.59851601719856
1,184.19379368424416
2,166.04160889983177
3,196.3074505329132
4,182.03800544142723
5,210.48672497272491
6,211.95804700255394
7,154.47694808244705
8,118.84789913892746
9,148.36378395557404
10,181.20136111974716
11,227.5223284959793
12,263.0608528852463
13,242.50470101833344
14,220.84714844822884
15,261.84652000665665
16,200.52636042237282
17,181.4238727092743
18,182.8928478062153
19,216.6196145117283
20,182.77840688824654
21,179.96173352003098
22,176.05815082788467
23,129.15955856442451
24,117.20824986696243
25,133.44818726181984
26,138.39559629559517
27,133.68463143706322
28,108.38024318218231
29,104.04804721474648
30,112.19840496778488
31,95.191840082407
32,99.40631687641144
33,102.1207682788372
34,115.46986177563667
35,167.23072156310081
36,122.4355399608612
37,94.4041833281517
38,78.45135405659676
39,52.244774997234344
40,38.16824406385422
41,39.48504105210304
42,52.73887887597084
43,42.36988723278046
44,34.91906449198723
45,24.092141538858414
46,27.99760550260544
47,31.79343417286873
48,21.519064903259277
49,26.864800602197647
50,37.00830042362213
51,32.82710909843445
52,44.76431757211685
53,47.637391835451126
54,67.2549195587635
55,78.19481194019318
56,50.76965317130089
