,w10max
0,11.198126792907715
1,11.02304744720459
2,10.846869468688965
3,11.647924423217773
4,12.261353492736816
5,12.268794059753418
6,13.291062355041504
7,12.272316932678223
8,12.448956489562988
9,11.868074417114258
10,12.839012145996094
11,12.104148864746094
12,12.401679039001465
13,12.91600513458252
14,12.986166000366211
15,12.181598663330078
16,12.908327102661133
17,13.89293384552002
18,13.257372856140137
19,12.02503490447998
20,11.99748706817627
21,11.566961288452148
22,11.365912437438965
23,12.244746208190918
24,13.029998779296875
25,12.53311538696289
26,13.30176830291748
27,13.850031852722168
28,13.63776969909668
29,13.934614181518555
30,14.410676002502441
31,14.346187591552734
32,15.796255111694336
33,16.176267623901367
34,15.625360488891602
35,16.470245361328125
36,18.49506950378418
37,22.057193756103516
38,19.861207962036133
39,20.380781173706055
40,16.31993865966797
41,16.244606018066406
42,16.895793914794922
43,19.534833908081055
44,19.41000747680664
45,21.058866500854492
46,19.21167755126953
47,19.41666603088379
48,20.244590759277344
