,tot_Prec_max
0,16.225814819335938
1,19.36817169189453
2,18.337249755859375
3,19.87457275390625
4,27.900218963623047
5,17.121315002441406
6,26.15070343017578
7,22.522926330566406
8,22.23968505859375
9,11.276721954345703
10,12.009143829345703
11,17.94147491455078
12,24.959564208984375
13,20.563125610351562
14,14.469146728515625
15,10.365009307861328
16,14.435768127441406
17,12.07733154296875
18,25.289058685302734
19,27.539730072021484
20,28.278827667236328
21,33.07819366455078
22,23.836612701416016
23,12.210845947265625
24,14.726638793945312
25,26.537418365478516
26,25.48074722290039
27,26.581764221191406
28,13.881206512451172
29,24.968624114990234
30,24.836063385009766
31,20.450592041015625
32,17.17662811279297
33,41.416168212890625
34,45.24803161621094
35,63.31062316894531
36,35.775184631347656
37,25.10213851928711
38,29.505252838134766
39,27.21261978149414
40,22.195816040039062
