,tot_Prec_Intg
0,761.0440999269485
1,613.7043237686157
2,596.197172999382
3,647.0107287168503
4,570.6148594617844
5,423.3751446008682
6,451.0152339935303
7,543.474555015564
8,489.9752140045166
9,694.335401058197
10,726.5755534172058
11,818.907618522644
12,764.1249150037766
13,689.4820183515549
14,639.8017704486847
15,963.430255651474
16,941.7508542537689
17,928.8166463375092
18,789.1878485679626
19,548.5071241855621
20,865.6448870897293
21,821.8035101890564
22,736.6082817316055
23,874.1684257984161
24,883.6004883050919
25,831.6630125045776
26,631.0071051120758
27,1050.9469360113144
28,790.6247675418854
29,641.3669884204865
30,538.4857207536697
31,719.9312746524811
32,942.683219909668
33,819.3733543157578
34,710.5055451393127
35,829.0627598762512
36,781.6554605960846
37,910.3566408157349
38,813.523530960083
39,500.4482716321945
40,620.0537830591202
41,731.5731048583984
42,748.9722222089767
43,696.2414085865021
44,719.2591577768326
45,702.832043170929
46,556.0898035764694
47,591.1108106374741
48,487.564355134964
49,443.1521147489548
50,471.26874327659607
51,535.7296764850616
52,430.2579164505005
53,396.8380391597748
54,256.1359107494354
55,285.5385094881058
56,343.93131732940674
57,377.3069381713867
58,373.758003115654
59,401.64314210414886
60,317.9384768009186
61,309.79402363300323
62,414.44092988967896
63,346.09317779541016
64,259.7546577453613
65,196.44200801849365
66,213.89655768871307
67,215.47824144363403
68,180.12180924415588
69,186.47059798240662
70,155.2889496088028
71,155.36010265350342
72,136.49702072143555
73,106.50873184204102
