,Prec_Intg
0,117.32673272490501
1,100.64231231808662
2,142.35913753509521
3,93.57193484902382
4,86.35930716991425
5,92.90557354688644
6,153.08531001210213
7,208.13364535570145
8,195.4813487827778
9,212.30051293969154
10,199.66218620538712
11,210.15629172325134
12,149.36333522200584
13,130.41650876402855
14,250.4856325685978
15,295.383483171463
16,270.2612616121769
17,255.41475042700768
18,298.48771169781685
19,268.1273967027664
20,254.27032262086868
21,235.39967834949493
22,208.32793787121773
23,221.63992747664452
24,228.85767742991447
25,240.9164048731327
26,237.33356967568398
27,222.82609716057777
28,190.21080806851387
29,191.37224182486534
30,213.23835477232933
31,233.69356989860535
32,250.95468387007713
33,221.50885313749313
34,250.36925449967384
35,209.57304164767265
36,164.19928520917892
37,174.98522996902466
38,188.49236890673637
39,180.66326156258583
40,162.28346154093742
41,165.91481864452362
42,172.39470034837723
43,152.77903527021408
44,147.69213274121284
45,155.67250549793243
46,194.33308392763138
47,159.18074175715446
48,125.45498088002205
49,87.56831288337708
50,111.1656054854393
51,112.02184483408928
52,100.89041665196419
53,140.08322730660439
54,177.30509862303734
55,244.35073137283325
56,266.4254978299141
57,275.2226032316685
58,269.31552216410637
59,213.1330966949463
60,153.92828732728958
61,140.27584344148636
62,203.43467593193054
63,249.57867339253426
64,203.02137359976768
65,185.63300371170044
66,253.52166965603828
67,167.24193468689919
68,120.76130136847496
