,Prec_Intg
0,203.55219021439552
1,273.4843082726002
2,266.88385754823685
3,277.9993787407875
4,204.38559353351593
5,198.99548962712288
6,203.01532000303268
7,217.65993908047676
8,196.39218226075172
9,241.57540872693062
10,199.2868259549141
11,148.69680628180504
12,122.70161882042885
13,149.01258051395416
14,224.56705570220947
15,234.07500237226486
16,218.44374015927315
17,221.1264707148075
18,210.95067262649536
19,176.04563385248184
20,142.4383744597435
21,126.3900101184845
22,145.75103297829628
23,149.7853919863701
24,142.87054538726807
25,138.7311890721321
26,158.8982716202736
27,183.65629017353058
28,173.78812655806541
29,189.87273797392845
30,180.11363223195076
31,184.26014110445976
32,192.66577437520027
33,166.91969707608223
34,147.91902154684067
35,152.35083177685738
36,137.2394897043705
37,99.80369359254837
38,110.94694957137108
39,115.40360748767853
40,115.47185480594635
41,80.8585062623024
42,65.38249552249908
43,61.88731640577316
44,68.46103817224503
45,64.15124982595444
46,69.38666105270386
47,63.84151056408882
48,60.1726770401001
49,41.507892310619354
50,26.887934654951096
51,12.902356684207916
52,11.147893965244293
53,13.733841478824615
54,12.14461401104927
55,9.65626910328865
56,10.774936527013779
57,13.921782374382019
58,52.29899659752846
