,Prec_max
0,16.613388061523438
1,8.239316940307617
2,9.574413299560547
3,9.340524673461914
4,9.116506576538086
5,8.098125457763672
6,7.188320159912109
7,15.41132926940918
8,20.305824279785156
9,18.677186965942383
10,12.559175491333008
11,8.658170700073242
12,9.259414672851562
13,21.09203338623047
14,8.537149429321289
15,11.695718765258789
16,19.429922103881836
17,12.893486022949219
18,17.37213134765625
19,9.978246688842773
20,8.619546890258789
21,7.025241851806641
22,6.508970260620117
23,17.135238647460938
24,15.804862976074219
25,14.666748046875
26,16.229724884033203
27,11.399173736572266
28,11.320209503173828
29,23.241662979125977
30,26.524686813354492
31,9.736204147338867
32,20.259904861450195
33,11.239099502563477
34,7.983970642089844
35,9.004068374633789
36,8.194684982299805
37,21.47998809814453
38,14.666318893432617
39,19.167709350585938
40,23.31719398498535
41,19.659090042114258
42,6.972455978393555
43,7.814884185791016
44,9.286022186279297
45,16.17436408996582
46,18.78190040588379
47,22.371768951416016
48,21.31218910217285
49,21.503162384033203
50,13.05227279663086
51,14.576196670532227
52,13.978385925292969
53,30.660009384155273
54,32.85856246948242
55,16.67003631591797
56,25.623464584350586
57,18.23430061340332
58,16.703510284423828
59,29.487133026123047
60,37.162113189697266
61,25.996828079223633
62,20.265913009643555
63,28.99188995361328
64,25.66380500793457
65,21.020793914794922
66,16.213417053222656
67,18.054914474487305
68,21.11949920654297
69,23.424053192138672
70,22.050762176513672
71,18.57290267944336
72,18.595218658447266
73,16.10398292541504
74,21.015214920043945
75,21.556377410888672
76,22.078227996826172
