,Prec_max
0,8.480072021484375
1,21.122074127197266
2,11.193180084228516
3,7.335519790649414
4,6.871175765991211
5,8.238887786865234
6,7.066440582275391
7,12.755727767944336
8,12.669897079467773
9,13.728618621826172
10,9.294605255126953
11,12.377643585205078
12,23.018503189086914
13,11.581563949584961
14,13.377141952514648
15,10.967445373535156
16,12.993478775024414
17,23.611164093017578
18,17.905139923095703
19,14.627265930175781
20,10.397958755493164
21,8.05048942565918
22,8.235883712768555
23,7.744503021240234
24,11.970376968383789
25,15.504026412963867
26,13.709735870361328
27,22.927522659301758
28,14.959001541137695
29,14.058637619018555
30,22.297096252441406
31,28.355026245117188
32,27.87609100341797
33,24.615812301635742
34,24.939393997192383
35,21.77867889404297
36,19.94919776916504
37,20.156478881835938
38,17.436933517456055
39,20.068073272705078
40,19.86250877380371
41,17.173433303833008
42,16.161060333251953
43,18.690061569213867
44,19.649648666381836
45,20.723390579223633
46,20.83582878112793
47,25.519180297851562
48,26.814794540405273
49,20.59764862060547
50,26.13673210144043
51,21.836185455322266
52,22.078227996826172
53,31.35695457458496
54,28.698348999023438
55,30.779743194580078
56,30.13172149658203
57,31.13851547241211
58,31.26811981201172
59,32.58519172668457
60,33.29672813415527
61,27.312183380126953
62,26.775312423706055
63,26.662445068359375
64,23.90727996826172
65,31.81014060974121
66,34.890174865722656
67,34.705209732055664
68,36.34028434753418
69,20.521259307861328
70,28.304386138916016
71,24.771595001220703
72,21.080446243286133
73,10.026311874389648
74,17.63434410095215
75,10.335731506347656
76,14.75214958190918
77,19.626903533935547
78,22.299671173095703
79,23.624897003173828
80,17.814159393310547
81,9.598445892333984
82,13.460397720336914
83,13.47799301147461
84,13.51318359375
85,10.964012145996094
86,7.488298416137695
87,4.297113418579102
88,3.8396358489990234
89,12.003850936889648
90,16.809940338134766
91,20.961999893188477
92,34.31897163391113
93,19.218778610229492
94,4.276943206787109
95,4.283809661865234
96,4.32887077331543
97,21.276569366455078
98,24.043750762939453
