,Prec_max
0,5.176019668579102
1,10.243892669677734
2,18.941116333007812
3,4.527139663696289
4,6.774187088012695
5,6.522274017333984
6,6.583213806152344
7,8.180093765258789
8,9.389448165893555
9,19.99683380126953
10,19.854354858398438
11,14.08224105834961
12,15.437936782836914
13,14.916086196899414
14,27.832746505737305
15,28.198814392089844
16,23.9652156829834
17,15.450811386108398
18,12.192249298095703
19,11.733484268188477
20,9.307050704956055
21,13.181877136230469
22,16.425418853759766
23,9.84349250793457
24,12.890052795410156
25,12.26048469543457
26,10.965728759765625
27,12.95785903930664
28,13.192176818847656
29,12.547588348388672
30,13.217926025390625
31,14.001131057739258
32,12.366914749145508
33,24.489641189575195
34,21.1885929107666
35,23.46782684326172
36,15.498018264770508
37,16.276073455810547
38,20.101118087768555
39,19.94791030883789
40,16.842985153198242
41,18.626117706298828
42,18.91622543334961
