,Prec_Intg
0,392.2945261001587
1,306.4450994133949
2,317.60551035404205
3,383.1157647073269
4,286.7666259407997
5,195.29182463884354
6,206.46048709750175
7,312.583539634943
8,274.24775063991547
9,234.85977202653885
10,251.4699473977089
11,375.8011572062969
12,322.59145751595497
13,311.24256551265717
14,323.6904367804527
15,337.2364304959774
16,368.36646497249603
17,286.8875488638878
18,274.62195605039597
19,201.4843188226223
20,151.1543244123459
21,119.7410561144352
22,157.0240966975689
23,225.68726912140846
24,245.12700736522675
25,270.7010693848133
26,264.72633704543114
27,223.28399121761322
28,173.79608005285263
29,176.76185816526413
30,293.0746227502823
31,420.06446048617363
32,459.2670872807503
33,442.68932193517685
34,403.10271084308624
35,403.20904925465584
36,308.3748556673527
37,304.1246719658375
38,337.9027545452118
39,377.65685468912125
40,289.7800877690315
