,Pmin
0,1006.305
1,1008.08125
2,1006.870625
3,1005.319375
4,1004.45
5,1005.54875
6,1006.296875
7,1004.289375
8,1002.9325
9,1004.744375
10,1003.939375
11,1001.18375
12,1000.625625
13,1001.2125
14,1000.9625
15,998.170625
16,995.939375
17,995.800625
18,994.941875
19,991.18125
20,989.75875
21,989.81
22,989.409375
23,987.4275
24,985.816875
25,986.46625
26,985.205
27,980.705625
28,978.3875
29,978.078125
30,975.318125
31,974.475
32,972.1675
33,971.559375
34,971.89
35,969.876875
36,968.205
37,968.039375
38,965.4525
39,963.08375
40,962.25
41,961.6725
42,963.399375
43,958.966875
44,955.699375
45,953.845625
46,950.82
47,949.260625
48,943.933125
49,946.023125
50,945.45125
51,945.026875
52,942.088125
53,944.99625
54,948.51375
55,948.966875
56,949.01875
57,948.454375
58,955.171875
59,954.66625
60,953.93125
61,954.38625
62,959.131875
63,961.018125
64,960.679375
65,962.168125
66,965.97625
67,966.025625
68,963.946875
69,964.475
70,967.72
71,969.24125
72,968.3375
73,974.675
74,985.09375
75,991.036875
76,988.78
77,990.2725
78,993.7075
79,993.39
80,991.754375
81,990.0925
82,993.18875
83,991.41
84,989.32375
85,986.839375
86,988.78375
87,988.70375
88,987.763125
89,986.976875
90,991.126875
91,991.30125
92,990.35875
93,992.076875
94,1000.4725
95,1003.09
96,1003.89875
97,1005.25625
98,1008.13625
99,1009.49375
100,1008.261875
101,1008.875
102,1011.863125
103,1012.733125
104,1012.08125
105,1011.665
106,1013.365
107,1013.319375
108,1010.983125
