,Pmin
0,1008.573125
1,1005.571875
2,1005.776875
3,1007.7225
4,1007.81625
5,1005.151875
6,1004.406875
7,1005.706875
8,1006.158125
9,1003.19
10,1002.8175
11,1004.3625
12,1004.55625
13,1001.310625
14,1000.944375
15,1001.63125
16,1001.99125
17,999.046875
18,997.8475
19,998.41375
20,998.829375
21,995.37375
22,993.529375
23,993.633125
24,994.004375
25,991.674375
26,990.08125
27,990.948125
28,992.45375
29,990.355625
30,988.245
31,988.959375
32,989.8375
33,988.706875
34,987.73
35,987.69625
36,988.508125
37,985.07375
38,984.876875
39,986.08875
40,986.046875
41,984.223125
42,984.104375
43,984.744375
44,986.386875
45,984.44625
46,986.898125
47,988.156875
48,988.850625
49,987.818125
50,990.2975
51,991.069375
52,992.23375
53,990.88875
54,991.56
55,993.374375
56,994.77
57,993.929375
58,994.8525
59,996.085
60,997.345625
61,995.59
62,996.008125
63,997.36875
64,999.31
65,998.9625
66,998.640625
67,999.3925
68,1003.045
