,Prec_Intg
0,207.74858072400093
1,221.65415808558464
2,305.62346801161766
3,280.46177700161934
4,329.4198401272297
5,353.14032807946205
6,389.727670699358
7,390.8175602555275
8,357.4727289378643
9,388.0351595580578
10,357.02329128980637
11,359.9294647574425
12,261.8449367582798
13,274.49527755379677
14,316.9279359281063
15,403.0722752213478
16,402.3679532110691
17,448.673777282238
18,374.19769912958145
19,405.8022052049637
20,296.64114117622375
21,275.3927931189537
22,287.2716635465622
23,377.68684327602386
24,382.68063217401505
25,378.9897449314594
26,343.0933505296707
27,376.8296539783478
28,289.2055734992027
29,270.87077498435974
30,302.4882450699806
31,253.84962558746338
32,216.73424169421196
33,244.43801492452621
34,289.6706759929657
35,298.7581491470337
36,251.6801282763481
37,269.40394192934036
38,275.6831422448158
39,330.93251287937164
40,314.81441110372543
41,327.47581601142883
42,319.1883862018585
43,329.924114048481
44,283.731147646904
45,307.0168010890484
46,323.1067582964897
47,269.24116536974907
48,258.69740173220634
49,281.3037857413292
50,305.6789003312588
51,272.60376140475273
52,279.8667177557945
53,303.01060527563095
54,316.53832644224167
55,289.93451967835426
56,300.98872259259224
57,320.6702321767807
58,297.41212725639343
59,253.0776895582676
60,256.55806064605713
61,266.99526235461235
62,239.04820904135704
63,244.0132386982441
64,261.16639375686646
65,243.86627599596977
66,224.39375519752502
67,269.6346677839756
68,300.5046769976616
69,301.8184192478657
70,311.5718439221382
71,253.08758020401
72,272.4359557032585
73,291.4626896381378
74,289.5255386829376
75,217.81094372272491
76,219.56348791718483
77,252.26391851902008
78,326.48878172039986
79,372.68543615937233
80,323.16382974386215
81,282.0062264800072
82,302.2160939872265
83,323.7573243677616
84,267.5763703882694
85,213.59888836741447
