,w10max
0,11.09264087677002
1,9.667654037475586
2,9.848609924316406
3,9.333220481872559
4,9.189720153808594
5,9.830856323242188
6,9.903260231018066
7,10.162454605102539
8,10.380261421203613
9,11.351006507873535
10,12.077971458435059
11,13.260875701904297
12,13.217883110046387
13,13.269267082214355
14,14.631986618041992
15,15.257576942443848
16,15.739748001098633
17,15.63631534576416
18,14.615683555603027
19,14.699461936950684
20,13.392160415649414
21,12.549113273620605
22,11.782366752624512
23,11.952591896057129
24,11.417086601257324
25,12.276867866516113
26,11.537274360656738
27,12.705321311950684
28,15.192904472351074
29,14.517719268798828
30,14.068156242370605
31,15.043974876403809
32,16.292009353637695
33,16.837955474853516
34,14.97659683227539
35,14.543574333190918
36,14.907072067260742
37,18.883989334106445
38,17.101078033447266
39,17.464706420898438
40,18.97209358215332
41,18.018939971923828
42,16.99435043334961
43,17.10748863220215
44,18.915760040283203
45,18.025976181030273
46,18.076894760131836
47,18.62288475036621
48,19.841257095336914
49,18.17593765258789
50,18.467782974243164
51,19.151655197143555
52,19.444679260253906
53,20.211780548095703
54,21.196001052856445
55,21.584630966186523
56,20.934057235717773
57,20.97446060180664
58,21.561466217041016
59,21.497766494750977
60,22.78432846069336
61,23.278949737548828
62,22.18141746520996
63,22.013744354248047
64,23.70108985900879
65,21.67453956604004
66,21.0708065032959
67,21.79768180847168
68,18.420700073242188
69,16.95245933532715
70,15.636628150939941
71,15.035005569458008
72,15.587019920349121
73,16.775650024414062
74,17.10584259033203
75,17.005796432495117
76,17.269651412963867
77,17.555740356445312
78,15.747801780700684
79,15.780341148376465
80,14.572741508483887
81,15.544965744018555
82,15.463252067565918
83,16.895292282104492
84,17.305315017700195
85,16.763595581054688
86,17.36330223083496
87,16.286428451538086
88,15.724967956542969
89,16.69240951538086
90,15.50385856628418
91,15.288480758666992
92,16.318283081054688
93,19.22499656677246
94,18.81859588623047
95,19.34677505493164
96,19.74481964111328
97,18.59433937072754
98,18.98483657836914
99,18.831804275512695
100,17.813899993896484
101,17.713254928588867
102,18.38335609436035
103,18.385395050048828
104,17.77845573425293
105,17.71453285217285
106,14.970678329467773
107,14.750920295715332
108,15.959667205810547
109,15.455826759338379
110,15.964990615844727
