,Pmin
0,1008.223125
1,1006.75375
2,1008.115625
3,1009.63875
4,1008.38625
5,1006.666875
6,1007.633125
7,1009.778125
8,1007.630625
9,1005.603125
10,1006.736875
11,1008.33625
12,1007.53
13,1005.54
14,1006.55625
15,1008.103125
16,1006.5175
17,1003.793125
18,1004.42
19,1006.343125
20,1005.85875
21,1003.470625
22,1002.550625
23,1004.43125
24,1003.313125
25,1000.77625
26,1001.3875
27,1003.101875
28,1002.185
29,1000.068125
30,1000.681875
31,1002.820625
32,1002.053125
33,999.119375
34,999.073125
35,1001.25875
36,1001.68375
37,999.94375
38,1001.97125
39,1004.43625
40,1003.751875
41,1001.900625
42,1002.349375
43,1005.13625
44,1005.8
45,1004.60375
46,1004.921875
47,1007.6475
48,1007.52125
49,1005.229375
50,1005.303125
51,1007.1
52,1007.501875
53,1005.883125
54,1006.069375
55,1008.933125
56,1009.17875
57,1006.440625
58,1006.8525
59,1008.561875
60,1009.44875
61,1007.79125
62,1007.69375
