,tot_Prec_Intg
0,271.319299936295
1,313.365608453751
2,329.459309577942
3,273.690968751907
4,262.763574719429
5,384.628996253014
6,420.756042003632
7,350.274667143822
8,273.492336273193
9,295.946896076202
10,247.56483733654
11,230.288505554199
12,248.563438653946
13,261.24581694603
14,239.472091197968
15,184.656903147697
16,138.11357319355
17,114.376321434975
18,116.180181503296
19,45.6945598125458
20,66.4220005273819
21,33.4951281547546
22,31.9559872150421
23,37.243515253067
24,66.8874382972717
25,32.6456874608994
26,18.4613466262817
27,17.7112966775894
28,27.5668501853943
29,38.0707532167435
30,48.0701774358749
31,36.9700789451599
32,31.0919433832169
33,35.0791960954666
34,38.2929295301437
35,38.7085974216461
36,53.7363439798355
37,113.253891468048
38,101.986229419708
39,50.5571812391281
