,Prec_max
0,12.476778030395508
1,21.015214920043945
2,11.232662200927734
3,17.46225357055664
4,14.856433868408203
5,17.64206886291504
6,27.12421417236328
7,26.854705810546875
8,26.491641998291016
9,22.457599639892578
10,23.105192184448242
11,20.610523223876953
12,27.385568618774414
13,34.894466400146484
14,33.36153030395508
15,34.62538719177246
16,24.55143928527832
17,20.42856216430664
18,13.228654861450195
19,21.619462966918945
20,19.45781707763672
21,22.398805618286133
22,26.963281631469727
23,27.262401580810547
24,27.845191955566406
25,27.329349517822266
26,15.47999382019043
27,11.339950561523438
28,8.674478530883789
29,19.31447982788086
30,28.87859344482422
31,28.906917572021484
32,27.509164810180664
33,21.60358428955078
34,6.394815444946289
35,12.613677978515625
36,12.568187713623047
37,20.52168846130371
38,21.822023391723633
39,22.730112075805664
40,23.995685577392578
41,9.549093246459961
42,18.881893157958984
43,13.994264602661133
44,8.237171173095703
45,9.552526473999023
46,7.485294342041016
47,7.662534713745117
48,4.813385009765625
