,Prec_max
0,10.417699813842773
1,8.762884140014648
2,8.946990966796875
3,34.82365608215332
4,17.874670028686523
5,15.967941284179688
6,18.89820098876953
7,37.491703033447266
8,38.86113166809082
9,33.798837661743164
10,20.118284225463867
11,19.71874237060547
12,12.328720092773438
13,13.527345657348633
14,12.127876281738281
15,9.985113143920898
16,12.76559829711914
17,8.815670013427734
18,11.40432357788086
19,8.80880355834961
20,8.848714828491211
21,10.20054817199707
22,8.589935302734375
23,9.160709381103516
24,9.652090072631836
25,11.509466171264648
26,11.645078659057617
27,14.095544815063477
28,17.174720764160156
29,24.62010383605957
30,20.714807510375977
31,12.282800674438477
32,24.637269973754883
33,30.29651641845703
34,30.357027053833008
35,28.2198429107666
36,25.85606575012207
37,26.494216918945312
38,27.31175422668457
39,25.31576156616211
40,26.644420623779297
41,30.793046951293945
42,29.01463508605957
43,38.67788314819336
44,30.889177322387695
45,34.04216766357422
46,40.53010940551758
47,33.489418029785156
48,26.2972354888916
49,32.480478286743164
50,33.92500877380371
51,30.681896209716797
52,24.794340133666992
53,32.52768516540527
54,29.936885833740234
55,30.67331314086914
56,24.38836097717285
57,25.261688232421875
