,tot_Prec_max
0,5.736351013183594
1,6.478309631347656
2,6.564140319824219
3,3.1728744506835938
4,3.4279823303222656
5,5.4836273193359375
6,3.902912139892578
7,4.333972930908203
8,6.320953369140625
9,6.656646728515625
10,6.2885284423828125
11,5.5255889892578125
12,5.155086517333984
13,6.12640380859375
14,9.917259216308594
15,9.960174560546875
16,8.392333984375
17,23.525714874267578
18,9.164810180664062
19,7.415294647216797
20,9.750843048095703
21,10.722637176513672
22,9.891510009765625
23,8.268356323242188
24,4.313468933105469
25,6.596565246582031
26,6.1283111572265625
27,4.805564880371094
28,5.046367645263672
29,4.9343109130859375
30,5.598545074462891
31,3.9882659912109375
32,4.966259002685547
33,7.922649383544922
34,7.223606109619141
35,7.975101470947266
36,9.531974792480469
37,4.453182220458984
38,5.62286376953125
39,3.406524658203125
40,3.318309783935547
41,2.239227294921875
42,2.682209014892578
43,2.8867721557617188
44,2.1681785583496094
45,12.409687042236328
46,22.388458251953125
47,26.659011840820312
48,19.208908081054688
49,12.195587158203125
50,8.054733276367188
51,4.298210144042969
52,7.212638854980469
