,Prec_max
0,14.0625
1,11.632633209228516
2,14.525127410888672
3,29.047679901123047
4,25.38743019104004
5,26.53799057006836
6,16.164064407348633
7,18.364763259887695
8,12.597370147705078
9,18.205547332763672
10,12.16135025024414
11,14.654731750488281
12,10.56833267211914
13,12.59307861328125
14,17.330074310302734
15,34.26017761230469
16,21.970510482788086
17,20.76544761657715
18,23.68927001953125
19,29.401302337646484
20,23.850631713867188
21,25.739765167236328
22,21.760225296020508
23,29.584980010986328
24,36.52482032775879
25,21.220779418945312
26,28.99017333984375
27,29.764366149902344
28,26.876163482666016
29,33.80141258239746
30,31.86206817626953
31,26.6817569732666
32,26.229429244995117
33,21.405315399169922
34,22.01685905456543
35,20.57361602783203
36,29.28757667541504
37,27.84132957458496
38,27.22463607788086
39,29.9252986907959
40,31.704998016357422
41,34.30824279785156
42,31.5157413482666
43,30.028724670410156
44,33.533620834350586
45,34.60693359375
46,25.29129981994629
47,28.5794734954834
48,37.68868446350098
49,30.00040054321289
50,23.56867790222168
51,19.455242156982422
52,18.847990036010742
53,23.375988006591797
54,27.356815338134766
55,23.455381393432617
56,16.387653350830078
57,15.500593185424805
58,22.238731384277344
59,20.73841094970703
60,26.72295570373535
61,25.00934600830078
62,26.13844871520996
63,23.73647689819336
64,20.381784439086914
65,19.34494972229004
66,20.92423439025879
67,17.512035369873047
68,21.514320373535156
69,16.758441925048828
70,18.28150749206543
71,7.244539260864258
72,8.561182022094727
73,10.64600944519043
74,7.786130905151367
