,Prec_Intg
0,352.04140469431877
1,443.19259002804756
2,411.013588309288
3,339.5025432109833
4,281.02682903409004
5,445.33204287290573
6,444.92410495877266
7,326.75378024578094
8,317.0389123260975
9,329.2429633438587
10,269.5182152092457
11,290.82702472805977
12,319.022573530674
13,442.12497770786285
14,471.37971967458725
15,435.3092238306999
16,425.48786848783493
17,360.85546016693115
18,296.89500108361244
19,270.96113190054893
20,255.80938905477524
21,344.48372200131416
22,333.25502648949623
23,302.07330361008644
24,224.44825619459152
25,258.9380368590355
26,237.88362741470337
27,236.94343864917755
28,289.4234284758568
29,345.58119252324104
30,309.57652255892754
31,263.1734311580658
32,213.58851343393326
33,223.15384820103645
34,194.99342888593674
35,186.65630370378494
36,215.7180942595005
37,227.86865010857582
38,207.11572840809822
39,175.06681382656097
40,175.36800354719162
41,164.28014263510704
42,148.667860776186
43,152.0727202296257
44,166.68330878019333
45,206.57910034060478
46,199.9935880303383
47,154.8326201736927
48,158.27352181077003
49,182.28165805339813
