,tot_Prec_Intg
0,1427.549570798874
1,1196.1795389652252
2,1059.2643171548843
3,1485.4322373867035
4,1074.8980939388275
5,806.0847222805023
6,720.8070158958435
7,1161.390021443367
8,1057.9220950603485
9,832.0410549640656
10,914.1398966312408
11,1342.012733221054
12,1181.953027844429
13,1210.2344632148743
14,1180.121749639511
15,1364.5990192890167
16,1370.7032799720764
17,1186.0641837120056
18,1061.3204538822174
19,729.7195494174957
20,585.2623283863068
21,433.4469139575958
22,522.1908539533615
23,851.3347804546356
24,887.1085941791534
25,1003.4181177616119
26,1014.4747048616409
27,845.1375365257263
28,716.3216918706894
29,618.7784671783447
30,912.1090918779373
31,1470.511108636856
32,1655.7267308235168
33,1598.8798439502716
34,1458.6152136325836
35,1537.761613726616
36,1178.0737340450287
37,1140.6169831752777
38,1233.2240492105484
39,1411.7909222841263
40,1177.3788928985596
