,Pmin
0,1005.318125
1,1006.81875
2,1007.3025
3,1004.103125
4,1001.848125
5,1003.685
6,1003.251875
7,1001.29875
8,1000.51125
9,1002.36375
10,1005.265625
11,1004.4175
12,1004.476875
13,1006.299375
14,1007.10375
15,1005.21625
16,1006.004375
17,1007.62
18,1007.714375
19,1007.08125
20,1004.3525
21,1006.43875
22,1007.266875
23,1004.45375
24,1003.358125
25,1005.474375
26,1006.969375
27,1005.44125
28,1003.724375
29,1004.8375
30,1004.658125
31,1002.238125
32,1000.85875
33,1001.89375
34,1001.20875
35,999.65125
36,997.97875
37,997.43625
38,997.504375
39,995.94
40,994.443125
41,995.06625
42,994.760625
43,994.003125
44,993.345625
45,993.761875
46,994.994375
47,992.9475
48,991.065
49,990.635625
50,994.409375
51,993.91875
52,995.59375
53,997.354375
54,1003.69125
55,1005.41
56,1007.19
57,1008.73125
58,1013.68
59,1013.333125
60,1013.9625
61,1015.669375
62,1015.28375
63,1012.7
