,Prec_Intg
0,383.6462274193764
1,272.2623571753502
2,294.20098289847374
3,262.83059269189835
4,229.23771291971207
5,248.3602799475193
6,234.85004901885986
7,243.60492825508118
8,261.957049369812
9,303.5679832100868
10,264.88155126571655
11,288.1110645830631
12,271.69084176421165
13,275.99193155765533
14,225.832499563694
15,206.53033629059792
16,170.40977254509926
17,217.17214956879616
18,281.9039113819599
19,269.78248730301857
20,197.86156713962555
21,201.13255828619003
22,141.0066895186901
23,187.8892257809639
24,205.45125007629395
25,258.6524002254009
26,264.9613283574581
27,244.50968950986862
28,195.19774243235588
29,274.58250522613525
30,246.18469178676605
31,251.45500898361206
32,282.5133316218853
33,276.53440833091736
34,227.22359746694565
35,220.4226329922676
36,247.44993075728416
37,346.2383523583412
38,373.27704951167107
39,335.6247954070568
40,299.70599338412285
41,304.4526092708111
42,206.60221576690674
43,186.52699887752533
44,249.2174133658409
45,332.48554915189743
46,338.26615661382675
47,317.3673711717129
48,296.07363045215607
49,268.7319926917553
50,184.6783608198166
51,217.41479635238647
52,219.50619295239449
53,276.4004282653332
54,242.83772334456444
55,261.3668330013752
56,263.1824277341366
57,207.72481337189674
58,260.96101850271225
59,283.1719443202019
60,321.2015703320503
61,352.12190821766853
62,328.53003591299057
63,295.8753705024719
64,357.3789447546005
65,309.45291742682457
66,282.6010622084141
67,325.79708844423294
68,327.6103734970093
69,350.9465418756008
70,332.7268920838833
71,337.3614139854908
72,367.5125911831856
73,287.66775503754616
74,269.20972391963005
75,264.5527943968773
76,264.30385187268257
