,Prec_max
0,21.810007095336914
1,15.777397155761719
2,17.742919921875
3,32.813072204589844
4,14.687347412109375
5,24.153614044189453
6,28.395366668701172
7,13.952207565307617
8,11.75537109375
9,19.06900405883789
10,18.59736442565918
11,13.223075866699219
12,10.565757751464844
13,11.455392837524414
14,8.213996887207031
15,18.604230880737305
16,15.379571914672852
17,19.006776809692383
18,9.69243049621582
19,10.921525955200195
20,8.173227310180664
21,5.851936340332031
22,7.372426986694336
23,8.509683609008789
24,8.842277526855469
25,9.282159805297852
26,11.370849609375
27,17.341232299804688
28,13.447093963623047
29,13.30118179321289
30,15.32292366027832
31,22.305679321289062
32,17.528772354125977
33,22.4945068359375
34,13.826894760131836
35,13.371562957763672
36,9.690284729003906
37,13.32693099975586
38,8.254337310791016
39,22.5893497467041
40,17.64378547668457
