,tot_Prec_Intg
0,890.9021317958832
1,940.3519332408905
2,921.3992208242416
3,1169.4084107875824
4,1112.0200157165527
5,814.1808211803436
6,704.7048211097717
7,758.3177089691162
8,587.9691988229752
9,622.3919987678528
10,711.5666568279266
11,1009.3235224485397
12,844.8072522878647
13,671.2096929550171
14,629.8790127038956
15,1054.1429370641708
16,882.0050209760666
17,660.2142751216888
18,795.6549525260925
19,1334.0304791927338
20,1158.4143340587616
21,1192.8002536296844
22,1167.0835316181183
23,1368.9055293798447
24,1015.821248292923
25,893.716886639595
26,881.7626535892487
27,1047.5264489650726
28,974.7619181871414
29,996.0095584392548
30,1036.7794334888458
31,1176.3426661491394
32,1173.4962463378906
33,1139.6268010139465
34,1123.664379119873
35,1157.3410034179688
36,1204.0144205093384
37,1456.3262462615967
38,1678.156852722168
39,1902.5584310293198
40,1866.3284182548523
41,1899.0090489387512
42,1701.2211680412292
43,1698.5253244638443
44,1549.3130683898926
45,1657.2470963001251
46,1470.7080274820328
47,1624.7610747814178
48,1529.8165380954742
49,1418.9369976520538
50,1366.7267560958862
51,1098.5825955867767
52,1144.5695906877518
53,1142.0352756977081
54,1356.3993573188782
55,1496.1442351341248
56,1298.806220293045
57,1087.1634632349014
58,1174.522265791893
59,1406.5926522016525
60,1391.3172483444214
61,1302.8232008218765
62,1185.927540063858
63,863.9474958181381
64,814.1505718231201
65,776.8005132675171
66,852.9043942689896
67,996.8489408493042
68,956.4802050590515
69,803.8657903671265
70,767.92411506176
71,720.1080024242401
72,673.5260784626007
73,612.8699332475662
74,650.5526602268219
