,Prec_Intg
0,303.2822348177433
1,314.57141041755676
2,280.81879019737244
3,294.13284733891487
4,286.7408096790314
5,303.0552715063095
6,276.8685296177864
7,293.1288070976734
8,265.005175024271
9,330.92591911554337
10,305.4756671190262
11,282.0855751633644
12,263.3272483944893
13,258.7135136127472
14,252.97854095697403
15,349.5504707098007
16,314.7030435502529
17,305.0617687404156
18,292.72347688674927
19,240.54702371358871
20,213.49312737584114
21,242.86964908242226
22,260.7657015323639
23,295.451395213604
24,292.69989579916
25,295.86493968963623
26,322.360023856163
27,389.8440860211849
28,341.9230319559574
29,344.54457461833954
30,355.42240366339684
31,373.89909848570824
32,355.2279993891716
33,311.812162399292
34,279.42245826125145
35,266.3971111178398
36,170.8434708416462
37,151.9855298101902
38,162.00730577111244
39,257.77094066143036
40,201.5168033540249
