,tot_Prec_max
0,30.39407730102539
1,24.93429183959961
2,20.37191390991211
3,14.609813690185547
4,9.974956512451172
5,6.325721740722656
6,7.5016021728515625
7,9.164810180664062
8,10.353565216064453
9,11.381149291992188
10,15.98978042602539
11,11.533260345458984
12,8.701801300048828
13,10.166168212890625
14,11.357784271240234
15,9.955883026123047
16,7.11822509765625
17,8.683204650878906
18,9.609699249267578
19,6.615161895751953
20,6.026744842529297
21,7.468223571777344
22,11.02447509765625
23,20.880699157714844
24,11.716842651367188
25,9.006977081298828
26,9.696483612060547
27,6.202220916748047
28,6.531715393066406
29,7.86590576171875
30,8.944034576416016
31,10.775566101074219
32,9.46807861328125
33,7.6618194580078125
34,8.217811584472656
35,8.754730224609375
36,5.122661590576172
37,5.581855773925781
38,4.0149688720703125
39,8.947372436523438
40,7.0858001708984375
41,11.713027954101562
42,12.356758117675781
43,6.642341613769531
44,8.831024169921875
45,11.462211608886719
46,16.320228576660156
47,4.952907562255859
48,3.7965774536132812
49,2.285480499267578
50,2.0170211791992188
51,1.4934539794921875
52,1.9507408142089844
53,3.512859344482422
54,1.7490386962890625
55,4.490375518798828
56,3.30352783203125
57,1.9965171813964844
58,0.8697509765625
59,1.2841224670410156
60,1.3704299926757812
61,0.6608963012695312
62,3.948688507080078
63,3.147602081298828
64,2.6311874389648438
65,2.5310516357421875
66,2.307415008544922
