,Prec_Intg
0,157.69071877002716
1,118.59368532896042
2,142.7627168595791
3,147.62060716748238
4,151.87092125415802
5,179.4695295393467
6,196.14238291978836
7,226.35497152805328
8,200.6649412214756
9,152.30361372232437
10,131.75666332244873
11,130.70551678538322
12,121.62387371063232
13,113.07450011372566
14,111.72797530889511
15,132.00653716921806
16,97.05379605293274
17,78.56311276555061
18,76.99090987443924
19,67.29485467076302
20,87.02453225851059
21,104.85116392374039
22,123.19603934884071
23,112.66021057963371
24,104.83214631676674
25,118.61585080623627
26,115.11296033859253
27,155.37625178694725
28,196.52465358376503
29,229.83206436038017
30,247.72001430392265
31,221.2970145046711
32,210.79199388623238
33,246.58828973770142
34,213.23056891560555
35,266.7654864490032
36,317.91670247912407
37,384.46269929409027
38,398.2304222881794
39,402.22031995654106
40,407.7219031751156
41,371.9940595328808
42,375.65216422080994
43,289.40191492438316
44,304.44083735346794
45,327.1017409861088
46,279.3138474225998
47,217.27440878748894
48,128.17524373531342
