,w10max
0,13.265824317932129
1,13.567546844482422
2,12.829346656799316
3,12.0863618850708
4,12.535689353942871
5,12.693278312683105
6,12.0169095993042
7,13.320769309997559
8,13.13880443572998
9,14.48434829711914
10,13.432016372680664
11,14.26077938079834
12,15.143845558166504
13,15.20549488067627
14,15.580150604248047
15,16.407146453857422
16,17.86570930480957
17,16.428865432739258
18,17.81587791442871
19,18.619112014770508
20,18.680070877075195
21,18.211271286010742
22,19.056976318359375
23,21.528963088989258
24,20.21979522705078
25,21.259029388427734
26,19.880916595458984
27,21.173927307128906
28,20.99938201904297
29,19.71890640258789
30,20.721017837524414
31,23.256633758544922
32,23.771480560302734
33,23.753219604492188
34,21.398717880249023
35,20.29265022277832
36,21.27913475036621
37,23.3267765045166
38,24.446481704711914
39,25.69498634338379
40,25.835813522338867
41,25.409059524536133
42,25.8078556060791
43,26.128515243530273
44,27.940704345703125
45,29.095172882080078
46,27.849605560302734
47,28.075210571289062
48,26.13469886779785
49,23.713010787963867
50,22.22071647644043
