,w10max
0,10.365312576293945
1,9.781452178955078
2,9.1588716506958
3,9.550686836242676
4,9.438098907470703
5,10.236891746520996
6,10.314496994018555
7,10.73230266571045
8,11.946172714233398
9,11.69771957397461
10,11.54534912109375
11,11.17812442779541
12,11.101313591003418
13,12.651222229003906
14,12.393864631652832
15,12.368261337280273
16,13.366217613220215
17,14.064553260803223
18,16.83850860595703
19,16.06231689453125
20,17.479734420776367
21,18.13589096069336
22,18.333574295043945
23,18.35251808166504
24,19.293556213378906
25,19.25070571899414
26,19.77183723449707
27,21.783668518066406
28,22.284990310668945
29,22.497467041015625
30,23.000150680541992
31,23.581371307373047
32,26.11038589477539
33,25.500823974609375
34,23.074901580810547
35,19.766321182250977
36,17.349363327026367
37,15.312835693359375
38,14.214527130126953
39,13.066972732543945
40,11.83464241027832
41,11.9329252243042
42,10.821836471557617
