,tot_Prec_max
0,7.513999938964844
1,6.562232971191406
2,8.494377136230469
3,12.766838073730469
4,8.337974548339844
5,10.134696960449219
6,7.615089416503906
7,9.981155395507812
8,9.839534759521484
9,8.378028869628906
10,9.037017822265625
11,10.668277740478516
12,10.745048522949219
13,11.083126068115234
14,15.941143035888672
15,25.642871856689453
16,24.417400360107422
17,21.59881591796875
18,19.18506622314453
19,14.371871948242188
20,11.754989624023438
21,7.74383544921875
22,10.393619537353516
23,30.38644790649414
24,36.61632537841797
25,35.332679748535156
26,26.21746063232422
27,25.44689178466797
28,30.40170669555664
29,34.26074981689453
30,33.652305603027344
31,27.832984924316406
32,14.456748962402344
33,12.109756469726562
34,18.90850067138672
35,22.490501403808594
36,16.574859619140625
37,25.93708038330078
38,21.826744079589844
39,14.715194702148438
40,15.300750732421875
41,13.039588928222656
42,17.274856567382812
43,27.966022491455078
44,31.65435791015625
45,16.496658325195312
46,20.949840545654297
47,31.60572052001953
48,32.48882293701172
49,23.47421646118164
50,10.953903198242188
51,13.573169708251953
52,24.56045150756836
53,22.771358489990234
54,31.55803680419922
55,23.447036743164062
56,3.967761993408203
57,2.3546218872070312
58,4.908561706542969
